gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
STM0759,ybgS,823455,-,STM0760,aroG,823774,+,319,Normal (200-500 pb),False
STM0760,aroG,824827,+,STM0761,,824920,-,93,Cercano (50-100 pb),False
STM0761,,825466,-,STM0762,,825480,-,14,Muy cercano (< 50 pb),True
STM0762,,826326,-,STM0763,,826494,+,168,Moderado (100-200 pb),False
STM0763,,827346,+,STM0764,,827346,-,0,Adyacente,False
STM0764,,828330,-,STM0765,,828573,+,243,Normal (200-500 pb),False
STM0765,,829821,+,STM0766,dcoC,829870,+,49,Muy cercano (< 50 pb),True
STM0766,dcoC,830116,+,STM0768,dcoB,831921,+,1805,Grande (> 500 pb),True
STM0768,dcoB,833223,+,STM0769,,833341,+,118,Moderado (100-200 pb),True
STM0769,,834040,+,STM0770,,834419,+,379,Normal (200-500 pb),True
STM0770,,835499,+,STM0771,,835498,+,-1,Solapado,True
STM0771,,836275,+,STM0772,gpmA,836365,-,90,Cercano (50-100 pb),False
STM0772,gpmA,837118,-,STM0773,galM,837341,-,223,Normal (200-500 pb),True
STM0773,galM,838382,-,STM0774,galK,838375,-,-7,Solapado,True
STM0774,galK,839524,-,STM0775,galT,839526,-,2,Muy cercano (< 50 pb),True
STM0775,galT,840573,-,STM0776,galE,840583,-,10,Muy cercano (< 50 pb),True
STM0776,galE,841600,-,STM0777,,841822,-,222,Normal (200-500 pb),True
STM0777,,842731,-,STM0778,modF,842901,-,170,Moderado (100-200 pb),True
STM0778,modF,844377,-,STM0779,modE,844444,-,67,Cercano (50-100 pb),True
STM0779,modE,845233,-,STM0780,,845361,+,128,Moderado (100-200 pb),False
STM0780,,845511,+,STM0781,modA,845677,+,166,Moderado (100-200 pb),True
STM0781,modA,846451,+,STM0782,modB,846450,+,-1,Solapado,True
STM0782,modB,847140,+,STM0783,modC,847142,+,2,Muy cercano (< 50 pb),True
STM0783,modC,848201,+,STM0784,ybhA,848201,-,0,Adyacente,False
STM0784,ybhA,849020,-,STM0785,ybhE,849183,+,163,Moderado (100-200 pb),False
STM0785,ybhE,850179,+,STM0786,ybhC,850322,-,143,Moderado (100-200 pb),False
STM0786,ybhC,851606,-,STM0787,hutI,851843,+,237,Normal (200-500 pb),False
STM0787,hutI,853067,+,STM0788,hutG,853063,+,-4,Solapado,True
STM0788,hutG,854005,+,STM0789,hutC,854049,+,44,Muy cercano (< 50 pb),True
STM0789,hutC,854775,+,STM0791,hutH,856657,+,1882,Grande (> 500 pb),True
STM0791,hutH,858178,+,STM0792,ybhB,858262,-,84,Cercano (50-100 pb),False
STM0792,ybhB,858739,-,STM0793,bioA,858796,-,57,Cercano (50-100 pb),True
STM0793,bioA,860086,-,STM0794,bioB,860172,+,86,Cercano (50-100 pb),False
STM0794,bioB,861213,+,STM0795,bioF,861209,+,-4,Solapado,True
STM0795,bioF,862367,+,STM0796,bioC,862350,+,-17,Solapado,True
STM0796,bioC,863106,+,STM0797,bioD,863098,+,-8,Solapado,True
STM0797,bioD,863785,+,STM0798,uvrB,864435,+,650,Grande (> 500 pb),True
STM0798,uvrB,866457,+,STM0799,,866765,+,308,Normal (200-500 pb),True
STM0799,,866939,+,STM0800,slrP,866946,+,7,Muy cercano (< 50 pb),True
STM0800,slrP,869244,+,STM0801,ybhK,869335,-,91,Cercano (50-100 pb),False
STM0801,ybhK,870244,-,STM0802,moaA,870640,+,396,Normal (200-500 pb),False
STM0802,moaA,871630,+,STM0803,moaB,871651,+,21,Muy cercano (< 50 pb),True
STM0803,moaB,872164,+,STM0804,moaC,872166,+,2,Muy cercano (< 50 pb),True
STM0804,moaC,872652,+,STM0805,moaD,872638,+,-14,Solapado,True
STM0805,moaD,872890,+,STM0806,moaE,872891,+,1,Muy cercano (< 50 pb),True
STM0806,moaE,873344,+,STM0807,ybhL,873391,+,47,Muy cercano (< 50 pb),True
STM0807,ybhL,874096,+,STM0808,ybhM,874242,+,146,Moderado (100-200 pb),True
STM0808,ybhM,874950,+,STM0809,,874973,+,23,Muy cercano (< 50 pb),True
STM0809,,875582,+,STM0810,,875589,+,7,Muy cercano (< 50 pb),True
STM0810,,876150,+,STM0811,ybhN,876152,-,2,Muy cercano (< 50 pb),False
STM0811,ybhN,877115,-,STM0812,ybhO,877114,-,-1,Solapado,True
STM0812,ybhO,878356,-,STM0813,ybhP,878352,-,-4,Solapado,True
STM0813,ybhP,879111,-,STM0814,ybhQ,879243,+,132,Moderado (100-200 pb),False
STM0814,ybhQ,879654,+,STM0815,ybhR,879615,-,-39,Solapado,False
STM0815,ybhR,880722,-,STM0816,ybhS,880837,-,115,Moderado (100-200 pb),True
STM0816,ybhS,881968,-,STM0817,ybhF,881960,-,-8,Solapado,True
STM0817,ybhF,883697,-,STM0818,,883689,-,-8,Solapado,True
STM0818,,884685,-,STM0819,ybiH,884684,-,-1,Solapado,True
STM0819,ybiH,885359,-,STM0820,rhlE,885588,+,229,Normal (200-500 pb),False
STM0820,rhlE,886953,+,STM0821,dinG,887160,+,207,Normal (200-500 pb),True
STM0821,dinG,889305,+,STM0822,ybiB,889334,+,29,Muy cercano (< 50 pb),True
STM0822,ybiB,890309,+,STM0823,ybiJ,890464,-,155,Moderado (100-200 pb),False
STM0823,ybiJ,890725,-,STM0825,ybiI,891009,-,284,Normal (200-500 pb),True
STM0825,ybiI,891276,-,STM0826,ybiN,891480,+,204,Normal (200-500 pb),False
STM0826,ybiN,892407,+,STM0827,ybiO,892403,-,-4,Solapado,False
STM0827,ybiO,894626,-,STM0828,glnQ,894744,-,118,Moderado (100-200 pb),True
STM0828,glnQ,895467,-,STM0829,glnP,895463,-,-4,Solapado,True
STM0829,glnP,896123,-,STM0830,glnH,896266,-,143,Moderado (100-200 pb),True
STM0830,glnH,897013,-,STM0831,dps,897489,-,476,Normal (200-500 pb),True
STM0831,dps,897993,-,STM0832,ybiF,898295,-,302,Normal (200-500 pb),True
STM0832,ybiF,899183,-,STM0833,ompX,899536,+,353,Normal (200-500 pb),False
STM0833,ompX,900052,+,STM0834,ybiP,900114,-,62,Cercano (50-100 pb),False
STM0834,ybiP,901695,-,STM0835,,902273,+,578,Grande (> 500 pb),False
STM0835,,902747,+,STM0836,ybiR,902743,+,-4,Solapado,True
STM0836,ybiR,903856,+,STM0837,ybiS,903899,-,43,Muy cercano (< 50 pb),False
STM0837,ybiS,904820,-,STM0838,ybiT,905038,+,218,Normal (200-500 pb),False
STM0838,ybiT,906631,+,STM0839,,907239,+,608,Grande (> 500 pb),True
STM0839,,907983,+,STM0840,ybiV(2),908011,-,28,Muy cercano (< 50 pb),False
STM0840,ybiV(2),908731,-,STM0841,ybiU,908935,-,204,Normal (200-500 pb),True
STM0841,ybiU,910201,-,STM0842,ybiV(1),910462,+,261,Normal (200-500 pb),False
STM0842,ybiV(1),911272,+,STM0843,pflF,911349,-,77,Cercano (50-100 pb),False
STM0843,pflF,913782,-,STM0844,pflE,913787,-,5,Muy cercano (< 50 pb),True
STM0844,pflE,914687,-,STM0845,moeB,914964,-,277,Normal (200-500 pb),True
STM0845,moeB,915714,-,STM0846,moeA,915713,-,-1,Solapado,True
STM0846,moeA,916955,-,STM0847,ybiK,917151,+,196,Moderado (100-200 pb),False
STM0847,ybiK,918093,+,STM0848,yliA,918103,+,10,Muy cercano (< 50 pb),True
STM0848,yliA,919975,+,STM0849,yliB,920007,+,32,Muy cercano (< 50 pb),True
STM0849,yliB,921546,+,STM0850,yliC,921606,+,60,Cercano (50-100 pb),True
STM0850,yliC,922527,+,STM0851,yliD,922529,+,2,Muy cercano (< 50 pb),True
STM0851,yliD,923441,+,STM0852,yliG,923531,-,90,Cercano (50-100 pb),False
STM0852,yliG,924857,-,STM0853,yliH,925087,+,230,Normal (200-500 pb),False
STM0853,yliH,925471,+,STM0854,,926183,+,712,Grande (> 500 pb),True
STM0854,,926699,+,STM0855,,926616,+,-83,Solapado,True
STM0855,,927471,+,STM0856,,927481,+,10,Muy cercano (< 50 pb),True
STM0856,,928429,+,STM0857,,928722,+,293,Normal (200-500 pb),True
STM0857,,929886,+,STM0858,,930334,+,448,Normal (200-500 pb),True
STM0858,,932020,+,STM0859,,932025,-,5,Muy cercano (< 50 pb),False
STM0859,,932916,-,STM0860,,933180,-,264,Normal (200-500 pb),True
STM0860,,933606,-,STM0861,yliI,933952,+,346,Normal (200-500 pb),False
STM0861,yliI,934633,+,STM0862,yliJ,934629,-,-4,Solapado,False
STM0862,yliJ,935256,-,STM0863,dacC,935499,+,243,Normal (200-500 pb),False
STM0863,dacC,936702,+,STM0864,deoR,936746,-,44,Muy cercano (< 50 pb),False
STM0864,deoR,937505,-,STM0865,ybjG,937576,-,71,Cercano (50-100 pb),True
STM0865,ybjG,938185,-,STM0866,mdfA,938497,+,312,Normal (200-500 pb),False
STM0866,mdfA,939730,+,STM0867,,939783,-,53,Cercano (50-100 pb),False
STM0867,,940599,-,STM0868,,940595,-,-4,Solapado,True
STM0868,,941807,-,STM0869,,941974,+,167,Moderado (100-200 pb),False
STM0869,,942595,+,STM0870,,942711,-,116,Moderado (100-200 pb),False
STM0870,,944397,-,STM0871,ybjM,944667,+,270,Normal (200-500 pb),False
STM0871,ybjM,945045,+,STM0872,grxA,945076,-,31,Muy cercano (< 50 pb),False
STM0872,grxA,945340,-,STM0873,ybjC,945509,+,169,Moderado (100-200 pb),False
STM0873,ybjC,945800,+,STM0874,mdaA,945783,+,-17,Solapado,True
STM0874,mdaA,946506,+,STM0875,rimK,946563,+,57,Cercano (50-100 pb),True
STM0875,rimK,947466,+,STM0876,ybjN,947562,+,96,Cercano (50-100 pb),True
STM0876,ybjN,948039,+,STM0877,potF,948387,+,348,Normal (200-500 pb),True
STM0877,potF,949500,+,STM0878,potG,949587,+,87,Cercano (50-100 pb),True
STM0878,potG,950721,+,STM0879,potH,950730,+,9,Muy cercano (< 50 pb),True
STM0879,potH,951684,+,STM0880,potI,951680,+,-4,Solapado,True
STM0880,potI,952526,+,STM0881,ybjO,952599,+,73,Cercano (50-100 pb),True
STM0881,ybjO,953073,+,STM0882,ybjF,953115,+,42,Muy cercano (< 50 pb),True
STM0882,ybjF,954246,+,STM0884,,954528,+,282,Normal (200-500 pb),True
STM0884,,955872,+,STM0885,,955901,+,29,Muy cercano (< 50 pb),True
STM0885,,956222,+,STM0886,,956231,+,9,Muy cercano (< 50 pb),True
STM0886,,957719,+,STM0887,artJ,957937,-,218,Normal (200-500 pb),False
STM0887,artJ,958669,-,STM0888,artM,958905,-,236,Normal (200-500 pb),True
STM0888,artM,959574,-,STM0889,artQ,959573,-,-1,Solapado,True
STM0889,artQ,960290,-,STM0890,artI,960296,-,6,Muy cercano (< 50 pb),True
STM0890,artI,961028,-,STM0891,artP,961045,-,17,Muy cercano (< 50 pb),True
STM0891,artP,961774,-,STM0892,ybjP,962003,-,229,Normal (200-500 pb),True
STM0892,ybjP,962519,-,STM0893,,962614,-,95,Cercano (50-100 pb),True
STM0893,,963940,-,STM0894,,963967,-,27,Muy cercano (< 50 pb),True
STM0894,,964210,-,STM0895,,964575,-,365,Normal (200-500 pb),True
STM0895,,964884,-,STM0896,,965343,-,459,Normal (200-500 pb),True
STM0896,,965736,-,STM0897,,966311,-,575,Grande (> 500 pb),True
STM0897,,966728,-,STM0898,,967913,-,1185,Grande (> 500 pb),True
STM0898,,968609,-,STM0898A,,968721,+,112,Moderado (100-200 pb),False
STM0898A,,968976,+,STM0899,,969475,+,499,Normal (200-500 pb),True
STM0899,,969844,+,STM0900,,970001,+,157,Moderado (100-200 pb),True
STM0900,,971585,+,STM0901,,971581,+,-4,Solapado,True
STM0901,,972550,+,STM0902,,972549,+,-1,Solapado,True
STM0902,,973410,+,STM0903,,973406,+,-4,Solapado,True
STM0903,,974222,+,STM0904,,974376,-,154,Moderado (100-200 pb),False
STM0904,,974769,-,STM0905,,975826,+,1057,Grande (> 500 pb),False
STM0905,,976225,+,STM0906,,976814,+,589,Grande (> 500 pb),True
STM0906,,977159,+,STM0907,,977161,+,2,Muy cercano (< 50 pb),True
STM0907,,977776,+,STM0908,,977772,+,-4,Solapado,True
STM0908,,978258,+,STM0909,,979092,+,834,Grande (> 500 pb),True
STM0909,,979584,+,STM0910,,979570,+,-14,Solapado,True
STM0910,,981679,+,STM0911,,981878,+,199,Moderado (100-200 pb),True
STM0911,,983414,+,STM0912,,983265,+,-149,Solapado,True
STM0912,,985452,+,STM0913,,985465,-,13,Muy cercano (< 50 pb),False
STM0913,,986137,-,STM0914,,986135,+,-2,Solapado,False
STM0914,,986720,+,STM0915,,986716,+,-4,Solapado,True
STM0915,,987118,+,STM0916,,987128,+,10,Muy cercano (< 50 pb),True
STM0916,,987872,+,STM0917,,988338,+,466,Normal (200-500 pb),True
STM0917,,988656,+,STM0918,,988627,+,-29,Solapado,True
STM0918,,991789,+,STM0919,,991788,+,-1,Solapado,True
STM0919,,992118,+,STM0920,,992244,+,126,Moderado (100-200 pb),True
STM0920,,992763,+,STM0921,,992894,+,131,Moderado (100-200 pb),True
STM0921,,993590,+,STM0922,,993601,+,11,Muy cercano (< 50 pb),True
STM0922,,994336,+,STM0923,,994233,+,-103,Solapado,True
STM0923,,994911,+,STM0924,,994964,-,53,Cercano (50-100 pb),False
STM0924,,995489,-,STM0925,,995582,+,93,Cercano (50-100 pb),False
STM0925,,999029,+,STM0926,,999072,+,43,Muy cercano (< 50 pb),True
STM0926,,1001445,+,STM0927,,1001444,+,-1,Solapado,True
STM0927,,1002020,+,STM0928,nanH,1002090,-,70,Cercano (50-100 pb),False
STM0928,nanH,1003329,-,STM0929,,1003902,-,573,Grande (> 500 pb),True
STM0929,,1004274,-,STM0930,,1005369,+,1095,Grande (> 500 pb),False
STM0930,,1005693,+,STM0931,ybjR,1005689,+,-4,Solapado,True
STM0931,ybjR,1006520,+,STM0932,,1006516,-,-4,Solapado,False
STM0932,,1007530,-,STM0933,ybjT,1007625,-,95,Cercano (50-100 pb),True
STM0933,ybjT,1009059,-,STM0934,ltaA,1009069,-,10,Muy cercano (< 50 pb),True
STM0934,ltaA,1010071,-,STM0935,poxB,1010109,-,38,Muy cercano (< 50 pb),True
STM0935,poxB,1011828,-,STM0936,hcr,1011985,-,157,Moderado (100-200 pb),True
STM0936,hcr,1012957,-,STM0937,hcp,1012965,-,8,Muy cercano (< 50 pb),True
STM0937,hcp,1014618,-,STM0938,ybjE,1014761,-,143,Moderado (100-200 pb),True
STM0938,ybjE,1015661,-,STM0939,ybjD,1015862,+,201,Normal (200-500 pb),False
STM0939,ybjD,1017521,+,STM0940,ybjX,1017517,-,-4,Solapado,False
STM0940,ybjX,1018486,-,STM0941,ybjY,1018613,+,127,Moderado (100-200 pb),False
STM0941,ybjY,1019732,+,STM0942,ybjZ,1019728,+,-4,Solapado,True
STM0942,ybjZ,1021675,+,STM0943,cspD,1021804,-,129,Moderado (100-200 pb),False
STM0943,cspD,1022026,-,STM0944,yljA,1022349,+,323,Normal (200-500 pb),False
STM0944,yljA,1022670,+,STM0945,clpA,1022700,+,30,Muy cercano (< 50 pb),True
STM0945,clpA,1024977,+,STM0946,tnpA_1,1025168,+,191,Moderado (100-200 pb),True
STM0946,tnpA_1,1025627,+,STM0947,,1026089,-,462,Normal (200-500 pb),False
STM0947,,1026773,-,STM0948,,1026943,-,170,Moderado (100-200 pb),True
STM0948,,1027345,-,STM0950,,1027681,-,336,Normal (200-500 pb),True
STM0950,,1028359,-,STM0951,,1028378,-,19,Muy cercano (< 50 pb),True
STM0951,,1029239,-,STM0952,,1029347,+,108,Moderado (100-200 pb),False
STM0952,,1030259,+,STM0953,infA,1030349,-,90,Cercano (50-100 pb),False
STM0953,infA,1030568,-,STM0954,,1030495,-,-73,Solapado,True
STM0954,,1030879,-,STM0955,aat,1030879,-,0,Adyacente,True
STM0955,aat,1031584,-,STM0956,cydC,1031628,-,44,Muy cercano (< 50 pb),True
STM0956,cydC,1033350,-,STM0957,cydD,1033350,-,0,Adyacente,True
STM0957,cydD,1035117,-,STM0958,trxB,1035230,-,113,Moderado (100-200 pb),True
STM0958,trxB,1036199,-,STM0959,lrp,1036744,+,545,Grande (> 500 pb),False
STM0959,lrp,1037239,+,STM0960,ftsK,1037373,+,134,Moderado (100-200 pb),True
STM0960,ftsK,1041429,+,STM0961,lolA,1041568,+,139,Moderado (100-200 pb),True
STM0961,lolA,1042183,+,STM0962,ycaJ,1042192,+,9,Muy cercano (< 50 pb),True
STM0962,ycaJ,1043536,+,STM0963,serS,1043794,+,258,Normal (200-500 pb),True
STM0963,serS,1045087,+,STM0964,dmsA,1045323,+,236,Normal (200-500 pb),True
STM0964,dmsA,1047768,+,STM0965,dmsB,1047778,+,10,Muy cercano (< 50 pb),True
STM0965,dmsB,1048396,+,STM0966,dmsC,1048397,+,1,Muy cercano (< 50 pb),True
STM0966,dmsC,1049261,+,STM0968,ycaD,1049610,+,349,Normal (200-500 pb),True
STM0968,ycaD,1050759,+,STM0969,ycaM,1050976,+,217,Normal (200-500 pb),True
STM0969,ycaM,1052398,+,STM0970,pflA,1052690,-,292,Normal (200-500 pb),False
STM0970,pflA,1053515,-,STM0971,,1053606,-,91,Cercano (50-100 pb),True
STM0971,,1053933,-,STM0972,,1054063,+,130,Moderado (100-200 pb),False
STM0972,,1055023,+,STM0973,pflB,1055098,-,75,Cercano (50-100 pb),False
STM0973,pflB,1057381,-,STM0974,focA,1057440,-,59,Cercano (50-100 pb),True
STM0974,focA,1058298,-,STM0975,ycaO,1058702,-,404,Normal (200-500 pb),True
STM0975,ycaO,1060463,-,STM0976,ycaP,1060599,+,136,Moderado (100-200 pb),False
STM0976,ycaP,1061292,+,STM0977,serC,1061477,+,185,Moderado (100-200 pb),True
STM0977,serC,1062566,+,STM0978,aroA,1062636,+,70,Cercano (50-100 pb),True
STM0978,aroA,1063920,+,STM0979,ycaL,1064062,+,142,Moderado (100-200 pb),True
STM0979,ycaL,1064824,+,STM0980,cmk,1064996,+,172,Moderado (100-200 pb),True
STM0980,cmk,1065680,+,STM0981,rpsA,1065793,+,113,Moderado (100-200 pb),True
STM0981,rpsA,1067467,+,STM0982,himD,1067622,+,155,Moderado (100-200 pb),True
STM0982,himD,1067907,+,STM0983,ycaI,1068136,+,229,Normal (200-500 pb),True
STM0983,ycaI,1070401,+,STM0984,msbA,1070437,+,36,Muy cercano (< 50 pb),True
STM0984,msbA,1072186,+,STM0985,lpxK,1072182,+,-4,Solapado,True
STM0985,lpxK,1073160,+,STM0986,ycaQ,1073203,+,43,Muy cercano (< 50 pb),True
STM0986,ycaQ,1074436,+,STM0987,ycaR,1074487,+,51,Cercano (50-100 pb),True
STM0987,ycaR,1074670,+,STM0988,kdsB,1074666,+,-4,Solapado,True
STM0988,kdsB,1075413,+,STM0989,,1075623,+,210,Normal (200-500 pb),True
STM0989,,1076517,+,STM0990,ycbC,1076496,-,-21,Solapado,False
STM0990,ycbC,1077273,-,STM0991,smtA,1077408,+,135,Moderado (100-200 pb),False
STM0991,smtA,1078212,+,STM0992,mukF,1078204,+,-8,Solapado,True
STM0992,mukF,1079527,+,STM0993,mukE,1079507,+,-20,Solapado,True
STM0993,mukE,1080212,+,STM0994,mukB,1080211,+,-1,Solapado,True
STM0994,mukB,1084678,+,STM0995,ycbB,1085022,+,344,Normal (200-500 pb),True
STM0995,ycbB,1086864,+,STM0996,ycbK,1087123,+,259,Normal (200-500 pb),True
STM0996,ycbK,1087672,+,STM0997,ycbL,1087699,+,27,Muy cercano (< 50 pb),True
STM0997,ycbL,1088347,+,STM0998,aspC,1088408,-,61,Cercano (50-100 pb),False
STM0998,aspC,1089599,-,STM0999,ompF,1089783,-,184,Moderado (100-200 pb),True
STM0999,ompF,1090875,-,STM1000,asnS,1091481,-,606,Grande (> 500 pb),True
STM1000,asnS,1092882,-,STM1001,,1093082,-,200,Normal (200-500 pb),True
STM1001,,1093544,-,STM1002,,1093860,+,316,Normal (200-500 pb),False
STM1002,,1095075,+,STM1003,,1095319,+,244,Normal (200-500 pb),True
STM1003,,1096756,+,STM1004,pncB,1096833,-,77,Cercano (50-100 pb),False
STM1004,pncB,1098036,-,STM1005,,1098230,-,194,Moderado (100-200 pb),True
STM1005,,1099523,-,STM1006,,1099567,-,44,Muy cercano (< 50 pb),True
STM1006,,1099816,-,STM1007,,1099856,-,40,Muy cercano (< 50 pb),True
STM1007,,1100096,-,STM1008,,1100138,-,42,Muy cercano (< 50 pb),True
STM1008,,1101296,-,STM1009,,1101258,-,-38,Solapado,True
STM1009,,1104144,-,STM1010,,1104270,-,126,Moderado (100-200 pb),True
STM1010,,1104570,-,STM1011,,1104742,-,172,Moderado (100-200 pb),True
STM1011,,1105003,-,STM1012,,1105052,-,49,Muy cercano (< 50 pb),True
STM1012,,1105463,-,STM1013,,1105787,+,324,Normal (200-500 pb),False
STM1013,,1106162,+,STM1014,,1106246,+,84,Cercano (50-100 pb),True
STM1014,,1107230,+,STM1015,,1107232,+,2,Muy cercano (< 50 pb),True
STM1015,,1107982,+,STM1016,,1107992,+,10,Muy cercano (< 50 pb),True
STM1016,,1108340,+,STM1017,,1108336,+,-4,Solapado,True
STM1017,,1108648,+,STM1018,,1108725,+,77,Cercano (50-100 pb),True
STM1018,,1109016,+,STM1019,,1109307,+,291,Normal (200-500 pb),True
STM1019,,1109541,+,STM1020,,1109956,+,415,Normal (200-500 pb),True
STM1020,,1110559,+,STM1021,,1110767,+,208,Normal (200-500 pb),True
STM1021,,1111379,+,STM1022,,1111511,+,132,Moderado (100-200 pb),True
STM1022,,1112309,+,STM1023,,1112375,+,66,Cercano (50-100 pb),True
STM1023,,1112693,+,STM1024,,1112866,+,173,Moderado (100-200 pb),True
STM1024,,1112992,+,STM1025,,1113127,-,135,Moderado (100-200 pb),False
STM1025,,1113577,-,STM1026,,1113937,-,360,Normal (200-500 pb),True
STM1026,,1114450,-,STM1027,,1114980,+,530,Grande (> 500 pb),False
STM1027,,1115229,+,STM1028,,1115212,+,-17,Solapado,True
STM1028,,1115665,+,STM1029,,1115682,+,17,Muy cercano (< 50 pb),True
STM1029,,1116162,+,STM1030,,1116369,+,207,Normal (200-500 pb),True
STM1030,,1116903,+,STM1031,,1116859,+,-44,Solapado,True
STM1031,,1118998,+,STM1032,,1119431,+,433,Normal (200-500 pb),True
STM1032,,1120745,+,STM1033,,1120668,+,-77,Solapado,True
STM1033,,1122750,+,STM1034,,1122840,+,90,Cercano (50-100 pb),True
STM1034,,1123164,+,STM1035,,1123156,+,-8,Solapado,True
STM1035,,1123456,+,STM1036,,1123436,+,-20,Solapado,True
STM1036,,1124003,+,STM1037,,1123999,+,-4,Solapado,True
STM1037,,1124401,+,STM1038,,1124412,+,11,Muy cercano (< 50 pb),True
STM1038,,1125162,+,STM1039,,1125207,+,45,Muy cercano (< 50 pb),True
STM1039,,1125606,+,STM1040,,1125602,+,-4,Solapado,True
STM1040,,1125932,+,STM1041,,1126011,+,79,Cercano (50-100 pb),True
STM1041,,1128999,+,STM1042,,1128995,+,-4,Solapado,True
STM1042,,1129328,+,STM1043,,1129426,+,98,Cercano (50-100 pb),True
STM1043,,1129924,+,STM1044,sodC,1130040,-,116,Moderado (100-200 pb),False
STM1044,sodC,1130574,-,STM1045,,1130663,+,89,Cercano (50-100 pb),False
STM1045,,1131359,+,STM1046,,1131368,+,9,Muy cercano (< 50 pb),True
STM1046,,1132106,+,STM1047,,1132003,+,-103,Solapado,True
STM1047,,1132708,+,STM1048,,1132779,+,71,Cercano (50-100 pb),True
STM1048,,1135227,+,STM1049,,1136463,+,1236,Grande (> 500 pb),True
STM1049,,1138902,+,STM1050,,1138901,+,-1,Solapado,True
STM1050,,1139483,+,STM1051,sseI,1139958,+,475,Normal (200-500 pb),True
STM1051,sseI,1140927,+,STM1053,,1141574,-,647,Grande (> 500 pb),False
STM1053,,1142201,-,STM1054,,1142269,-,68,Cercano (50-100 pb),True
STM1054,,1142569,-,STM1055,,1142553,-,-16,Solapado,True
STM1055,,1143240,-,STM1056,,1143510,-,270,Normal (200-500 pb),True
STM1056,,1143702,-,STM1057,pepN,1144128,+,426,Normal (200-500 pb),False
STM1057,pepN,1146741,+,STM1058,pyrD,1146948,+,207,Normal (200-500 pb),True
STM1058,pyrD,1147959,+,STM1059,ycbW,1148124,+,165,Moderado (100-200 pb),True
STM1059,ycbW,1148667,+,STM1060,,1148663,-,-4,Solapado,False
STM1060,,1149773,-,STM1061,ycbY,1149871,+,98,Cercano (50-100 pb),False
STM1061,ycbY,1151980,+,STM1062,uup,1151992,+,12,Muy cercano (< 50 pb),True
STM1062,uup,1153900,+,STM1063,pqiA,1153914,+,14,Muy cercano (< 50 pb),True
STM1063,pqiA,1155168,+,STM1064,pqiB,1155172,+,4,Muy cercano (< 50 pb),True
STM1064,pqiB,1156813,+,STM1065,ymbA,1156809,+,-4,Solapado,True
STM1065,ymbA,1157373,+,STM1066,rmf,1157628,+,255,Normal (200-500 pb),True
STM1066,rmf,1157796,+,STM1067,fabA,1157895,-,99,Cercano (50-100 pb),False
STM1067,fabA,1158414,-,STM1068,lonH,1158482,-,68,Cercano (50-100 pb),True
STM1068,lonH,1160243,-,STM1069,ycbG,1160428,+,185,Moderado (100-200 pb),False
STM1069,ycbG,1160881,+,STM1070,ompA,1160952,-,71,Cercano (50-100 pb),False
STM1070,ompA,1162005,-,STM1071,sulA,1162361,-,356,Normal (200-500 pb),True
STM1071,sulA,1162871,-,STM1072,yccR,1163087,+,216,Normal (200-500 pb),False
STM1072,yccR,1163693,+,STM1073,yccS,1163679,-,-14,Solapado,False
STM1073,yccS,1165833,-,STM1074,yccF,1165851,-,18,Muy cercano (< 50 pb),True
STM1074,yccF,1166298,-,STM1075,helD,1166421,+,123,Moderado (100-200 pb),False
STM1075,helD,1168476,+,STM1076,mgsA,1168511,-,35,Muy cercano (< 50 pb),False
STM1076,mgsA,1168970,-,STM1077,yccT,1169064,-,94,Cercano (50-100 pb),True
STM1077,yccT,1169727,-,STM1078,,1169897,+,170,Moderado (100-200 pb),False
STM1078,,1170314,+,STM1079,yccV,1170358,-,44,Muy cercano (< 50 pb),False
STM1079,yccV,1170676,-,STM1080,yccW,1170733,-,57,Cercano (50-100 pb),True
STM1080,yccW,1171945,-,STM1081,,1172159,+,214,Normal (200-500 pb),False
STM1081,,1172708,+,STM1082,,1172733,+,25,Muy cercano (< 50 pb),True
STM1082,,1173513,+,STM1083,yccX,1173561,+,48,Muy cercano (< 50 pb),True
STM1083,yccX,1173843,+,STM1084,yccK,1173839,-,-4,Solapado,False
STM1084,yccK,1174169,-,STM1085,yccA,1174255,-,86,Cercano (50-100 pb),True
STM1085,yccA,1174915,-,STM1087,pipA,1175535,-,620,Grande (> 500 pb),True
STM1087,pipA,1176216,-,STM1088,pipB,1176437,-,221,Normal (200-500 pb),True
STM1088,pipB,1177313,-,STM1089,,1177530,+,217,Normal (200-500 pb),False
STM1089,,1177851,+,STM1090,pipC,1177860,-,9,Muy cercano (< 50 pb),False
STM1090,pipC,1178202,-,STM1091,sopB,1178218,-,16,Muy cercano (< 50 pb),True
STM1091,sopB,1179904,-,STM1092,orfX,1180235,+,331,Normal (200-500 pb),False
STM1092,orfX,1180406,+,STM1093,,1180406,-,0,Adyacente,False
STM1093,,1180517,-,STM1094,pipD,1180625,-,108,Moderado (100-200 pb),True
STM1094,pipD,1182095,-,STM1095,copS,1182267,-,172,Moderado (100-200 pb),True
STM1095,copS,1183632,-,STM1096,copR,1183624,-,-8,Solapado,True
STM1096,copR,1184371,-,STM1097,,1184440,+,69,Cercano (50-100 pb),False
STM1097,,1184851,+,STM1098,hpaC,1185183,-,332,Normal (200-500 pb),False
