gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
HRS04_RS05845,ybhH,1202301,+,HRS04_RS05850,ybhI,1202376,+,75,Cercano (50-100 pb),True
HRS04_RS05850,ybhI,1203810,+,HRS04_RS05855,ybhJ,1203992,+,182,Moderado (100-200 pb),True
HRS04_RS05855,ybhJ,1206254,+,HRS04_RS05860,ybhC,1206487,-,233,Normal (200-500 pb),False
HRS04_RS05860,ybhC,1207771,-,HRS04_RS05865,ybhB,1207922,-,151,Moderado (100-200 pb),True
HRS04_RS05865,ybhB,1208399,-,HRS04_RS05870,bioA,1208457,-,58,Cercano (50-100 pb),True
HRS04_RS05870,bioA,1209747,-,HRS04_RS05875,bioB,1209833,+,86,Cercano (50-100 pb),False
HRS04_RS05875,bioB,1210874,+,HRS04_RS05880,bioF,1210870,+,-4,Solapado,True
HRS04_RS05880,bioF,1212025,+,HRS04_RS05885,bioC,1212011,+,-14,Solapado,True
HRS04_RS05885,bioC,1212767,+,HRS04_RS05890,bioD,1212759,+,-8,Solapado,True
HRS04_RS05890,bioD,1213437,+,HRS04_RS05895,uvrB,1214015,+,578,Grande (> 500 pb),True
HRS04_RS05895,uvrB,1216037,+,HRS04_RS05900,yvcK,1216228,-,191,Moderado (100-200 pb),False
HRS04_RS05900,yvcK,1217137,-,HRS04_RS05905,moaA,1217533,+,396,Normal (200-500 pb),False
HRS04_RS05905,moaA,1218523,+,HRS04_RS05910,moaB,1218544,+,21,Muy cercano (< 50 pb),True
HRS04_RS05910,moaB,1219057,+,HRS04_RS05915,moaC,1219059,+,2,Muy cercano (< 50 pb),True
HRS04_RS05915,moaC,1219545,+,HRS04_RS05920,moaD,1219537,+,-8,Solapado,True
HRS04_RS05920,moaD,1219783,+,HRS04_RS05925,moaE,1219784,+,1,Muy cercano (< 50 pb),True
HRS04_RS05925,moaE,1220237,+,HRS04_RS05930,ybhL,1220373,+,136,Moderado (100-200 pb),True
HRS04_RS05930,ybhL,1221078,+,HRS04_RS05935,,1221282,+,204,Normal (200-500 pb),True
HRS04_RS05935,,1221672,+,HRS04_RS05940,ybhN,1221707,-,35,Muy cercano (< 50 pb),False
HRS04_RS05940,ybhN,1222664,-,HRS04_RS05945,clsB,1222663,-,-1,Solapado,True
HRS04_RS05945,clsB,1223905,-,HRS04_RS05950,ybhP,1223901,-,-4,Solapado,True
HRS04_RS05950,ybhP,1224663,-,HRS04_RS05955,ybhQ,1224795,+,132,Moderado (100-200 pb),False
HRS04_RS05955,ybhQ,1225206,+,HRS04_RS05960,ybhR,1225167,-,-39,Solapado,False
HRS04_RS05960,ybhR,1226274,-,HRS04_RS05965,ybhS,1226284,-,10,Muy cercano (< 50 pb),True
HRS04_RS05965,ybhS,1227418,-,HRS04_RS05970,ybhF,1227410,-,-8,Solapado,True
HRS04_RS05970,ybhF,1229147,-,HRS04_RS05975,hlyD,1229139,-,-8,Solapado,True
HRS04_RS05975,hlyD,1230135,-,HRS04_RS05980,cecR,1230137,-,2,Muy cercano (< 50 pb),True
HRS04_RS05980,cecR,1230809,-,HRS04_RS05985,rhlE,1231037,+,228,Normal (200-500 pb),False
HRS04_RS05985,rhlE,1232402,+,HRS04_RS05990,ybiA,1232633,-,231,Normal (200-500 pb),False
HRS04_RS05990,ybiA,1233116,-,HRS04_RS05995,dinG,1233235,+,119,Moderado (100-200 pb),False
HRS04_RS05995,dinG,1235386,+,HRS04_RS06000,ybiB,1235413,+,27,Muy cercano (< 50 pb),True
HRS04_RS06000,ybiB,1236376,+,HRS04_RS06005,hcxB,1236516,+,140,Moderado (100-200 pb),True
HRS04_RS06005,hcxB,1237602,+,HRS04_RS06010,ybiE,1237667,+,65,Cercano (50-100 pb),True
HRS04_RS06010,ybiE,1237727,+,HRS04_RS06015,ybiJ,1237829,-,102,Moderado (100-200 pb),False
HRS04_RS06015,ybiJ,1238090,-,HRS04_RS06020,ybiI,1238354,-,264,Normal (200-500 pb),True
HRS04_RS06020,ybiI,1238621,-,HRS04_RS06025,ybiX,1238694,-,73,Cercano (50-100 pb),True
HRS04_RS06025,ybiX,1239372,-,HRS04_RS06030,fiu,1239413,-,41,Muy cercano (< 50 pb),True
HRS04_RS06030,fiu,1241696,-,HRS04_RS06035,mcbA,1241959,-,263,Normal (200-500 pb),True
HRS04_RS06035,mcbA,1242220,-,HRS04_RS06040,rlmF,1242495,+,275,Normal (200-500 pb),False
HRS04_RS06040,rlmF,1243422,+,HRS04_RS06045,ybiO,1243418,-,-4,Solapado,False
HRS04_RS06045,ybiO,1245641,-,HRS04_RS06050,glnQ,1245757,-,116,Moderado (100-200 pb),True
HRS04_RS06050,glnQ,1246480,-,HRS04_RS06055,glnP,1246476,-,-4,Solapado,True
HRS04_RS06055,glnP,1247136,-,HRS04_RS06060,glnH,1247274,-,138,Moderado (100-200 pb),True
HRS04_RS06060,glnH,1248021,-,HRS04_RS06065,dps,1248424,-,403,Normal (200-500 pb),True
HRS04_RS06065,dps,1248928,-,HRS04_RS06070,rhtA,1249226,-,298,Normal (200-500 pb),True
HRS04_RS06070,rhtA,1250114,-,HRS04_RS06075,,1250348,+,234,Normal (200-500 pb),False
HRS04_RS06075,,1250414,+,HRS04_RS06080,ompX,1250466,+,52,Cercano (50-100 pb),True
HRS04_RS06080,ompX,1250982,+,HRS04_RS06085,opgE,1251030,-,48,Muy cercano (< 50 pb),False
HRS04_RS06085,opgE,1252614,-,HRS04_RS06090,mntS,1252885,-,271,Normal (200-500 pb),True
HRS04_RS06090,mntS,1253014,-,HRS04_RS06095,mntR,1253199,+,185,Moderado (100-200 pb),False
HRS04_RS06095,mntR,1253667,+,HRS04_RS06100,ybiR,1253663,+,-4,Solapado,True
HRS04_RS06100,ybiR,1254782,+,HRS04_RS06105,ldtB,1254840,-,58,Cercano (50-100 pb),False
HRS04_RS06105,ldtB,1255761,-,HRS04_RS06110,ybiT,1255979,+,218,Normal (200-500 pb),False
HRS04_RS06110,ybiT,1257572,+,HRS04_RS06115,,1257850,+,278,Normal (200-500 pb),True
HRS04_RS06115,,1258831,+,HRS04_RS06120,ybiU,1259091,-,260,Normal (200-500 pb),False
HRS04_RS06120,ybiU,1260357,-,HRS04_RS06125,ybiV,1260508,-,151,Moderado (100-200 pb),True
HRS04_RS06125,ybiV,1261324,-,HRS04_RS06130,ybiW,1261469,-,145,Moderado (100-200 pb),True
HRS04_RS06130,ybiW,1263902,-,HRS04_RS06135,ybiY,1263907,-,5,Muy cercano (< 50 pb),True
HRS04_RS06135,ybiY,1264807,-,HRS04_RS06140,fsa,1264937,+,130,Moderado (100-200 pb),False
HRS04_RS06140,fsa,1265600,+,HRS04_RS06145,moeB,1265687,-,87,Cercano (50-100 pb),False
HRS04_RS06145,moeB,1266437,-,HRS04_RS06150,moeA,1266436,-,-1,Solapado,True
HRS04_RS06150,moeA,1267672,-,HRS04_RS06155,iaaA,1267875,+,203,Normal (200-500 pb),False
HRS04_RS06155,iaaA,1268841,+,HRS04_RS06160,gsiA,1268827,+,-14,Solapado,True
HRS04_RS06160,gsiA,1270699,+,HRS04_RS06165,gsiB,1270718,+,19,Muy cercano (< 50 pb),True
HRS04_RS06165,gsiB,1272257,+,HRS04_RS06170,gsiC,1272274,+,17,Muy cercano (< 50 pb),True
HRS04_RS06170,gsiC,1273195,+,HRS04_RS06175,gsiD,1273197,+,2,Muy cercano (< 50 pb),True
HRS04_RS06175,gsiD,1274109,+,HRS04_RS06180,pdeI,1274286,+,177,Moderado (100-200 pb),True
HRS04_RS06180,pdeI,1276635,+,HRS04_RS06185,dgcI,1276642,+,7,Muy cercano (< 50 pb),True
HRS04_RS06185,dgcI,1277971,+,HRS04_RS06190,rimO,1278017,-,46,Muy cercano (< 50 pb),False
HRS04_RS06190,rimO,1279343,-,HRS04_RS06195,bssR,1279555,+,212,Normal (200-500 pb),False
HRS04_RS06195,bssR,1279939,+,HRS04_RS06200,yliI,1280049,+,110,Moderado (100-200 pb),True
HRS04_RS06200,yliI,1281165,+,HRS04_RS06205,gstB,1281161,-,-4,Solapado,False
HRS04_RS06205,gstB,1281788,-,HRS04_RS06210,dacC,1282034,+,246,Normal (200-500 pb),False
HRS04_RS06210,dacC,1283237,+,HRS04_RS06215,deoR,1283283,-,46,Muy cercano (< 50 pb),False
HRS04_RS06215,deoR,1284042,-,HRS04_RS06220,ybjG,1284099,-,57,Cercano (50-100 pb),True
HRS04_RS06220,ybjG,1284696,-,HRS04_RS06225,mdfA,1284980,+,284,Normal (200-500 pb),False
HRS04_RS06225,mdfA,1286213,+,HRS04_RS06230,ybjH,1286253,-,40,Muy cercano (< 50 pb),False
HRS04_RS06230,ybjH,1286538,-,HRS04_RS06235,ybjI,1286623,-,85,Cercano (50-100 pb),True
HRS04_RS06235,ybjI,1287439,-,HRS04_RS06240,ybjJ,1287438,-,-1,Solapado,True
HRS04_RS06240,ybjJ,1288647,-,HRS04_RS06245,rcdA,1288730,+,83,Cercano (50-100 pb),False
HRS04_RS06245,rcdA,1289267,+,HRS04_RS06250,ybjL,1289441,-,174,Moderado (100-200 pb),False
HRS04_RS06250,ybjL,1291127,-,HRS04_RS06255,ybjM,1291396,+,269,Normal (200-500 pb),False
HRS04_RS06255,ybjM,1291774,+,HRS04_RS06260,grxA,1291803,-,29,Muy cercano (< 50 pb),False
HRS04_RS06260,grxA,1292061,-,HRS04_RS06265,ybjC,1292220,+,159,Moderado (100-200 pb),False
HRS04_RS06265,ybjC,1292508,+,HRS04_RS06270,nfsA,1292491,+,-17,Solapado,True
HRS04_RS06270,nfsA,1293214,+,HRS04_RS06275,rimK,1293274,+,60,Cercano (50-100 pb),True
HRS04_RS06275,rimK,1294177,+,HRS04_RS06280,ybjN,1294264,+,87,Cercano (50-100 pb),True
HRS04_RS06280,ybjN,1294741,+,HRS04_RS06285,potF,1295092,+,351,Normal (200-500 pb),True
HRS04_RS06285,potF,1296205,+,HRS04_RS06290,potG,1296299,+,94,Cercano (50-100 pb),True
HRS04_RS06290,potG,1297433,+,HRS04_RS06295,potH,1297442,+,9,Muy cercano (< 50 pb),True
HRS04_RS06295,potH,1298396,+,HRS04_RS06300,potI,1298392,+,-4,Solapado,True
HRS04_RS06300,potI,1299238,+,HRS04_RS06305,ybjO,1299297,+,59,Cercano (50-100 pb),True
HRS04_RS06305,ybjO,1299786,+,HRS04_RS06310,rlmC,1299826,+,40,Muy cercano (< 50 pb),True
HRS04_RS06310,rlmC,1300954,+,HRS04_RS06315,artJ,1301128,-,174,Moderado (100-200 pb),False
HRS04_RS06315,artJ,1301860,-,HRS04_RS06320,artM,1302151,-,291,Normal (200-500 pb),True
HRS04_RS06320,artM,1302820,-,HRS04_RS06325,artQ,1302819,-,-1,Solapado,True
HRS04_RS06325,artQ,1303536,-,HRS04_RS06330,artI,1303542,-,6,Muy cercano (< 50 pb),True
HRS04_RS06330,artI,1304274,-,HRS04_RS06335,artP,1304291,-,17,Muy cercano (< 50 pb),True
HRS04_RS06335,artP,1305020,-,HRS04_RS06340,ybjP,1305237,-,217,Normal (200-500 pb),True
HRS04_RS06340,ybjP,1305753,-,HRS04_RS06345,ybjQ,1305878,+,125,Moderado (100-200 pb),False
HRS04_RS06345,ybjQ,1306202,+,HRS04_RS06350,amiD,1306198,+,-4,Solapado,True
HRS04_RS06350,amiD,1307029,+,HRS04_RS06355,ybjS,1307025,-,-4,Solapado,False
HRS04_RS06355,ybjS,1308039,-,HRS04_RS06360,ybjT,1308137,-,98,Cercano (50-100 pb),True
HRS04_RS06360,ybjT,1309568,-,HRS04_RS06365,ltaE,1309578,-,10,Muy cercano (< 50 pb),True
HRS04_RS06365,ltaE,1310580,-,HRS04_RS06370,poxB,1310616,-,36,Muy cercano (< 50 pb),True
HRS04_RS06370,poxB,1312335,-,HRS04_RS06375,hcr,1312467,-,132,Moderado (100-200 pb),True
HRS04_RS06375,hcr,1313436,-,HRS04_RS06380,hcp,1313447,-,11,Muy cercano (< 50 pb),True
HRS04_RS06380,hcp,1315100,-,HRS04_RS06385,lysO,1315243,-,143,Moderado (100-200 pb),True
HRS04_RS06385,lysO,1316143,-,HRS04_RS06390,aqpZ,1316637,-,494,Normal (200-500 pb),True
HRS04_RS06390,aqpZ,1317333,-,HRS04_RS06395,ybjD,1317759,+,426,Normal (200-500 pb),False
HRS04_RS06395,ybjD,1319418,+,HRS04_RS06400,ybjX,1319414,-,-4,Solapado,False
HRS04_RS06400,ybjX,1320371,-,HRS04_RS06405,macA,1320521,+,150,Moderado (100-200 pb),False
HRS04_RS06405,macA,1321637,+,HRS04_RS06410,macB,1321633,+,-4,Solapado,True
HRS04_RS06410,macB,1323580,+,HRS04_RS06415,cspD,1323652,-,72,Cercano (50-100 pb),False
HRS04_RS06415,cspD,1323877,-,HRS04_RS06420,yljB,1324026,+,149,Moderado (100-200 pb),False
HRS04_RS06420,yljB,1324101,+,HRS04_RS06425,clpS,1324199,+,98,Cercano (50-100 pb),True
HRS04_RS06425,clpS,1324520,+,HRS04_RS06430,clpA,1324550,+,30,Muy cercano (< 50 pb),True
HRS04_RS06430,clpA,1326827,+,HRS04_RS06440,infA,1327511,-,684,Grande (> 500 pb),False
HRS04_RS06440,infA,1327730,-,HRS04_RS06445,aat,1328014,-,284,Normal (200-500 pb),True
HRS04_RS06445,aat,1328719,-,HRS04_RS06450,cydC,1328760,-,41,Muy cercano (< 50 pb),True
HRS04_RS06450,cydC,1330482,-,HRS04_RS06455,cydD,1330482,-,0,Adyacente,True
HRS04_RS06455,cydD,1332249,-,HRS04_RS06460,trxB,1332371,-,122,Moderado (100-200 pb),True
HRS04_RS06460,trxB,1333337,-,HRS04_RS06465,lrp,1333881,+,544,Grande (> 500 pb),False
HRS04_RS06465,lrp,1334376,+,HRS04_RS06470,ftsK,1334510,+,134,Moderado (100-200 pb),True
HRS04_RS06470,ftsK,1338578,+,HRS04_RS06475,lolA,1338732,+,154,Moderado (100-200 pb),True
HRS04_RS06475,lolA,1339344,+,HRS04_RS06480,rarA,1339354,+,10,Muy cercano (< 50 pb),True
HRS04_RS06480,rarA,1340698,+,HRS04_RS06485,serS,1340788,+,90,Cercano (50-100 pb),True
HRS04_RS06485,serS,1342081,+,HRS04_RS06490,dmsA,1342319,+,238,Normal (200-500 pb),True
HRS04_RS06490,dmsA,1344764,+,HRS04_RS06495,dmsB,1344774,+,10,Muy cercano (< 50 pb),True
HRS04_RS06495,dmsB,1345392,+,HRS04_RS06500,dmsC,1345393,+,1,Muy cercano (< 50 pb),True
HRS04_RS06500,dmsC,1346257,+,HRS04_RS06505,ycaC,1346292,-,35,Muy cercano (< 50 pb),False
HRS04_RS06505,ycaC,1346919,-,HRS04_RS06510,ycaD,1347233,+,314,Normal (200-500 pb),False
HRS04_RS06510,ycaD,1348382,+,HRS04_RS06515,ycaM,1348591,+,209,Normal (200-500 pb),True
HRS04_RS06515,ycaM,1350022,+,HRS04_RS06520,ycaN,1350022,-,0,Adyacente,False
HRS04_RS06520,ycaN,1350931,-,HRS04_RS06525,ycaK,1351030,+,99,Cercano (50-100 pb),False
HRS04_RS06525,ycaK,1351621,+,HRS04_RS06530,pflA,1351702,-,81,Cercano (50-100 pb),False
HRS04_RS06530,pflA,1352443,-,HRS04_RS06535,pflB,1352634,-,191,Moderado (100-200 pb),True
HRS04_RS06535,pflB,1354917,-,HRS04_RS06540,focA,1354971,-,54,Cercano (50-100 pb),True
HRS04_RS06540,focA,1355829,-,HRS04_RS06545,ycaO,1356234,-,405,Normal (200-500 pb),True
HRS04_RS06545,ycaO,1357995,-,HRS04_RS06550,ycaP,1358124,+,129,Moderado (100-200 pb),False
HRS04_RS06550,ycaP,1358817,+,HRS04_RS06555,serC,1359015,+,198,Moderado (100-200 pb),True
HRS04_RS06555,serC,1360104,+,HRS04_RS06560,aroA,1360174,+,70,Cercano (50-100 pb),True
HRS04_RS06560,aroA,1361458,+,HRS04_RS06565,ycaL,1361626,+,168,Moderado (100-200 pb),True
HRS04_RS06565,ycaL,1362391,+,HRS04_RS06570,cmk,1362563,+,172,Moderado (100-200 pb),True
HRS04_RS06570,cmk,1363247,+,HRS04_RS06575,rpsA,1363357,+,110,Moderado (100-200 pb),True
HRS04_RS06575,rpsA,1365031,+,HRS04_RS06580,ihfB,1365190,+,159,Moderado (100-200 pb),True
HRS04_RS06580,ihfB,1365475,+,HRS04_RS06585,ycaI,1365681,+,206,Normal (200-500 pb),True
HRS04_RS06585,ycaI,1367946,+,HRS04_RS06590,msbA,1367982,+,36,Muy cercano (< 50 pb),True
HRS04_RS06590,msbA,1369731,+,HRS04_RS06595,lpxK,1369727,+,-4,Solapado,True
HRS04_RS06595,lpxK,1370714,+,HRS04_RS06600,ycaQ,1370750,+,36,Muy cercano (< 50 pb),True
HRS04_RS06600,ycaQ,1371983,+,HRS04_RS06605,ycaR,1372034,+,51,Cercano (50-100 pb),True
HRS04_RS06605,ycaR,1372217,+,HRS04_RS06610,kdsB,1372213,+,-4,Solapado,True
HRS04_RS06610,kdsB,1372960,+,HRS04_RS06615,ycbJ,1373113,+,153,Moderado (100-200 pb),True
HRS04_RS06615,ycbJ,1374007,+,HRS04_RS06620,elyC,1373983,-,-24,Solapado,False
HRS04_RS06620,elyC,1374763,-,HRS04_RS06625,cmoM,1374898,+,135,Moderado (100-200 pb),False
HRS04_RS06625,cmoM,1375684,+,HRS04_RS06630,mukF,1375680,+,-4,Solapado,True
HRS04_RS06630,mukF,1377003,+,HRS04_RS06635,mukE,1376983,+,-20,Solapado,True
HRS04_RS06635,mukE,1377688,+,HRS04_RS06640,mukB,1377687,+,-1,Solapado,True
HRS04_RS06640,mukB,1382148,+,HRS04_RS06645,ldtD,1382408,+,260,Normal (200-500 pb),True
HRS04_RS06645,ldtD,1384256,+,HRS04_RS06650,mepK,1384436,+,180,Moderado (100-200 pb),True
HRS04_RS06650,mepK,1384985,+,HRS04_RS06655,gloC,1385011,+,26,Muy cercano (< 50 pb),True
HRS04_RS06655,gloC,1385659,+,HRS04_RS06660,aspC,1385880,-,221,Normal (200-500 pb),False
HRS04_RS06660,aspC,1387071,-,HRS04_RS06665,ompF,1387255,-,184,Moderado (100-200 pb),True
HRS04_RS06665,ompF,1388344,-,HRS04_RS06670,asnS,1388946,-,602,Grande (> 500 pb),True
HRS04_RS06670,asnS,1390347,-,HRS04_RS06675,pncB,1390515,-,168,Moderado (100-200 pb),True
HRS04_RS06675,pncB,1391718,-,HRS04_RS06680,pepN,1391983,+,265,Normal (200-500 pb),False
HRS04_RS06680,pepN,1394596,+,HRS04_RS06685,ssuB,1394802,-,206,Normal (200-500 pb),False
HRS04_RS06685,ssuB,1395570,-,HRS04_RS06690,ssuC,1395566,-,-4,Solapado,True
HRS04_RS06690,ssuC,1396358,-,HRS04_RS06695,ssuD,1396368,-,10,Muy cercano (< 50 pb),True
HRS04_RS06695,ssuD,1397514,-,HRS04_RS06700,ssuA,1397510,-,-4,Solapado,True
HRS04_RS06700,ssuA,1398470,-,HRS04_RS06705,ssuE,1398462,-,-8,Solapado,True
HRS04_RS06705,ssuE,1399038,-,HRS04_RS06710,,1399393,+,355,Normal (200-500 pb),False
HRS04_RS06710,,1399936,+,HRS04_RS06715,elfD,1400018,+,82,Cercano (50-100 pb),True
HRS04_RS06715,elfD,1400720,+,HRS04_RS06720,elfC,1400744,+,24,Muy cercano (< 50 pb),True
HRS04_RS06720,elfC,1403345,+,HRS04_RS06725,elfG,1403335,+,-10,Solapado,True
HRS04_RS06725,elfG,1404406,+,HRS04_RS06730,ycbU,1404417,+,11,Muy cercano (< 50 pb),True
HRS04_RS06730,ycbU,1404960,+,HRS04_RS06735,ycbV,1404967,+,7,Muy cercano (< 50 pb),True
HRS04_RS06735,ycbV,1405483,+,HRS04_RS06740,ycbF,1405448,+,-35,Solapado,True
HRS04_RS06740,ycbF,1406186,+,HRS04_RS06745,pyrD,1406296,+,110,Moderado (100-200 pb),True
HRS04_RS06745,pyrD,1407307,+,HRS04_RS06750,zapC,1407480,+,173,Moderado (100-200 pb),True
HRS04_RS06750,zapC,1408023,+,HRS04_RS06755,ycbX,1408019,-,-4,Solapado,False
HRS04_RS06755,ycbX,1409129,-,HRS04_RS06760,rlmKL,1409372,+,243,Normal (200-500 pb),False
HRS04_RS06760,rlmKL,1411481,+,HRS04_RS06765,uup,1411492,+,11,Muy cercano (< 50 pb),True
HRS04_RS06765,uup,1413400,+,HRS04_RS06770,pqiA,1413529,+,129,Moderado (100-200 pb),True
HRS04_RS06770,pqiA,1414783,+,HRS04_RS06775,pqiB,1414787,+,4,Muy cercano (< 50 pb),True
HRS04_RS06775,pqiB,1416428,+,HRS04_RS06780,pqiC,1416424,+,-4,Solapado,True
HRS04_RS06780,pqiC,1416988,+,HRS04_RS06785,rmf,1417243,+,255,Normal (200-500 pb),True
HRS04_RS06785,rmf,1417411,+,HRS04_RS06790,fabA,1417480,-,69,Cercano (50-100 pb),False
HRS04_RS06790,fabA,1417999,-,HRS04_RS06795,ycbZ,1418067,-,68,Cercano (50-100 pb),True
HRS04_RS06795,ycbZ,1419828,-,HRS04_RS06800,matP,1420013,+,185,Moderado (100-200 pb),False
HRS04_RS06800,matP,1420466,+,HRS04_RS06805,ompA,1420540,-,74,Cercano (50-100 pb),False
HRS04_RS06805,ompA,1421593,-,HRS04_RS06810,sulA,1421949,-,356,Normal (200-500 pb),True
HRS04_RS06810,sulA,1422459,-,HRS04_RS06815,sxy,1422677,+,218,Normal (200-500 pb),False
HRS04_RS06815,sxy,1423307,+,HRS04_RS06820,yccS,1423269,-,-38,Solapado,False
HRS04_RS06820,yccS,1425432,-,HRS04_RS06825,yccF,1425441,-,9,Muy cercano (< 50 pb),True
HRS04_RS06825,yccF,1425888,-,HRS04_RS06830,helD,1426010,+,122,Moderado (100-200 pb),False
HRS04_RS06830,helD,1428065,+,HRS04_RS06835,mgsA,1428096,-,31,Muy cercano (< 50 pb),False
HRS04_RS06835,mgsA,1428555,-,HRS04_RS06840,csgI,1428650,-,95,Cercano (50-100 pb),True
HRS04_RS06840,csgI,1429313,-,HRS04_RS06845,yccU,1429485,+,172,Moderado (100-200 pb),False
HRS04_RS06845,yccU,1429899,+,HRS04_RS06850,hspQ,1429943,-,44,Muy cercano (< 50 pb),False
HRS04_RS06850,hspQ,1430261,-,HRS04_RS06855,rlmI,1430318,-,57,Cercano (50-100 pb),True
HRS04_RS06855,rlmI,1431509,-,HRS04_RS06860,yccX,1431603,+,94,Cercano (50-100 pb),False
HRS04_RS06860,yccX,1431882,+,HRS04_RS06865,tusE,1431878,-,-4,Solapado,False
HRS04_RS06865,tusE,1432208,-,HRS04_RS06870,yccA,1432298,-,90,Cercano (50-100 pb),True
HRS04_RS06870,yccA,1432958,-,HRS04_RS06880,hyaA,1433678,+,720,Grande (> 500 pb),False
HRS04_RS06880,hyaA,1434797,+,HRS04_RS06885,hyaB,1434793,+,-4,Solapado,True
HRS04_RS06885,hyaB,1436587,+,HRS04_RS06890,hyaC,1436605,+,18,Muy cercano (< 50 pb),True
HRS04_RS06890,hyaC,1437313,+,HRS04_RS06895,hyaD,1437309,+,-4,Solapado,True
HRS04_RS06895,hyaD,1437897,+,HRS04_RS06900,hyaE,1437893,+,-4,Solapado,True
HRS04_RS06900,hyaE,1438292,+,HRS04_RS06905,hyaF,1438288,+,-4,Solapado,True
HRS04_RS06905,hyaF,1439146,+,HRS04_RS06910,appC,1439279,+,133,Moderado (100-200 pb),True
HRS04_RS06910,appC,1440824,+,HRS04_RS06915,appB,1440835,+,11,Muy cercano (< 50 pb),True
HRS04_RS06915,appB,1441972,+,HRS04_RS06920,cbdX,1441984,+,12,Muy cercano (< 50 pb),True
HRS04_RS06920,cbdX,1442077,+,HRS04_RS06925,appA,1442156,+,79,Cercano (50-100 pb),True
HRS04_RS06925,appA,1443455,+,HRS04_RS06930,etk,1443569,-,114,Moderado (100-200 pb),False
HRS04_RS06930,etk,1445750,-,HRS04_RS06935,etp,1445769,-,19,Muy cercano (< 50 pb),True
HRS04_RS06935,etp,1446216,-,HRS04_RS06940,gfcE,1446203,-,-13,Solapado,True
HRS04_RS06940,gfcE,1447343,-,HRS04_RS06945,gfcD,1447388,-,45,Muy cercano (< 50 pb),True
HRS04_RS06945,gfcD,1449365,-,HRS04_RS06950,,1449422,+,57,Cercano (50-100 pb),False
HRS04_RS06950,,1450120,+,HRS04_RS06955,,1450139,+,19,Muy cercano (< 50 pb),True
HRS04_RS06955,,1450826,+,HRS04_RS06960,tetR(B),1450803,-,-23,Solapado,False
HRS04_RS06960,tetR(B),1451427,-,HRS04_RS06965,tet(B),1451508,+,81,Cercano (50-100 pb),False
HRS04_RS06965,tet(B),1452714,+,HRS04_RS06970,tetC,1452826,-,112,Moderado (100-200 pb),False
HRS04_RS06970,tetC,1453420,-,HRS04_RS06975,,1453507,+,87,Cercano (50-100 pb),False
HRS04_RS06975,,1453903,+,HRS04_RS06980,,1453933,-,30,Muy cercano (< 50 pb),False
HRS04_RS06980,,1455097,-,HRS04_RS06985,,1455111,-,14,Muy cercano (< 50 pb),True
HRS04_RS06985,,1455809,-,HRS04_RS06990,,1455840,-,31,Muy cercano (< 50 pb),True
HRS04_RS06990,,1455990,-,HRS04_RS06995,gfcC,1455989,-,-1,Solapado,True
HRS04_RS06995,gfcC,1456736,-,HRS04_RS07000,gfcB,1456732,-,-4,Solapado,True
HRS04_RS07000,gfcB,1457377,-,HRS04_RS07005,gfcA,1457483,-,106,Moderado (100-200 pb),True
HRS04_RS07005,gfcA,1457789,-,HRS04_RS07010,,1457859,-,70,Cercano (50-100 pb),True
HRS04_RS07010,,1458557,-,HRS04_RS07015,cspH,1459006,-,449,Normal (200-500 pb),True
HRS04_RS07015,cspH,1459219,-,HRS04_RS07020,cspG,1459504,+,285,Normal (200-500 pb),False
HRS04_RS07020,cspG,1459717,+,HRS04_RS07025,ymcF,1459727,+,10,Muy cercano (< 50 pb),True
HRS04_RS07025,ymcF,1459916,+,HRS04_RS07030,ymcE,1459890,+,-26,Solapado,True
HRS04_RS07030,ymcE,1460121,+,HRS04_RS07035,gnsA,1460110,+,-11,Solapado,True
HRS04_RS07035,gnsA,1460284,+,HRS04_RS07040,yccM,1460332,-,48,Muy cercano (< 50 pb),False
HRS04_RS07040,yccM,1461406,-,HRS04_RS07045,torS,1461477,-,71,Cercano (50-100 pb),True
HRS04_RS07045,torS,1464222,-,HRS04_RS07050,torT,1464304,+,82,Cercano (50-100 pb),False
HRS04_RS07050,torT,1465333,+,HRS04_RS07055,torR,1465305,-,-28,Solapado,False
HRS04_RS07055,torR,1465998,-,HRS04_RS07060,torC,1466127,+,129,Moderado (100-200 pb),False
HRS04_RS07060,torC,1467300,+,HRS04_RS07065,torA,1467299,+,-1,Solapado,True
HRS04_RS07065,torA,1469846,+,HRS04_RS07070,torD,1469842,+,-4,Solapado,True
HRS04_RS07070,torD,1470442,+,HRS04_RS07075,cbpM,1470534,-,92,Cercano (50-100 pb),False
HRS04_RS07075,cbpM,1470840,-,HRS04_RS07080,cbpA,1470839,-,-1,Solapado,True
HRS04_RS07080,cbpA,1471760,-,HRS04_RS07085,yccE,1472019,+,259,Normal (200-500 pb),False
HRS04_RS07085,yccE,1473276,+,HRS04_RS07090,agp,1473568,+,292,Normal (200-500 pb),True
HRS04_RS07090,agp,1474810,+,HRS04_RS07095,yccJ,1474847,-,37,Muy cercano (< 50 pb),False
HRS04_RS07095,yccJ,1475075,-,HRS04_RS07100,wrbA,1475095,-,20,Muy cercano (< 50 pb),True
HRS04_RS07100,wrbA,1475692,-,HRS04_RS07105,ymdF,1476064,+,372,Normal (200-500 pb),False
