gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
ACBD56_RS14770,,275107,-,ACBD56_RS14775,,275498,+,391,Normal (200-500 pb),False
ACBD56_RS14775,,275678,+,ACBD56_RS14780,,275939,+,261,Normal (200-500 pb),True
ACBD56_RS14780,,276191,+,ACBD56_RS14785,,276180,+,-11,Solapado,True
ACBD56_RS14785,,276468,+,ACBD56_RS14790,,276701,+,233,Normal (200-500 pb),True
ACBD56_RS14790,,277019,+,ACBD56_RS14795,,277147,+,128,Moderado (100-200 pb),True
ACBD56_RS14795,,277453,+,ACBD56_RS14800,,277590,+,137,Moderado (100-200 pb),True
ACBD56_RS14800,,278367,+,ACBD56_RS14805,,278502,+,135,Moderado (100-200 pb),True
ACBD56_RS14805,,278967,+,ACBD56_RS14810,,279133,+,166,Moderado (100-200 pb),True
ACBD56_RS14810,,279529,+,ACBD56_RS14815,,279761,+,232,Normal (200-500 pb),True
ACBD56_RS14815,,281314,+,ACBD56_RS14820,,281459,+,145,Moderado (100-200 pb),True
ACBD56_RS14820,,281756,+,ACBD56_RS14825,,281922,+,166,Moderado (100-200 pb),True
ACBD56_RS14825,,282375,+,ACBD56_RS14830,,282622,+,247,Normal (200-500 pb),True
ACBD56_RS14830,,282904,+,ACBD56_RS14835,,283145,+,241,Normal (200-500 pb),True
ACBD56_RS14835,,283859,+,ACBD56_RS14840,,284047,+,188,Moderado (100-200 pb),True
ACBD56_RS14840,,284728,+,ACBD56_RS14845,,284881,+,153,Moderado (100-200 pb),True
ACBD56_RS14845,,285490,+,ACBD56_RS14850,,285636,+,146,Moderado (100-200 pb),True
ACBD56_RS14850,,286029,+,ACBD56_RS14855,,286170,+,141,Moderado (100-200 pb),True
ACBD56_RS14855,,286467,+,ACBD56_RS14860,,286713,+,246,Normal (200-500 pb),True
ACBD56_RS14860,,287139,+,ACBD56_RS14865,,287516,+,377,Normal (200-500 pb),True
ACBD56_RS14865,,287738,+,ACBD56_RS14870,,288385,+,647,Grande (> 500 pb),True
ACBD56_RS14870,,288622,+,ACBD56_RS14875,,289004,+,382,Normal (200-500 pb),True
ACBD56_RS14875,,289520,+,ACBD56_RS14880,,289708,+,188,Moderado (100-200 pb),True
ACBD56_RS14880,,289879,+,ACBD56_RS14885,,289878,+,-1,Solapado,True
ACBD56_RS14885,,290280,+,ACBD56_RS14890,,290400,-,120,Moderado (100-200 pb),False
ACBD56_RS14890,,290718,-,ACBD56_RS14895,,290717,-,-1,Solapado,True
ACBD56_RS14895,,290963,-,ACBD56_RS14900,,291162,+,199,Moderado (100-200 pb),False
ACBD56_RS14900,,291621,+,ACBD56_RS14905,,291777,+,156,Moderado (100-200 pb),True
ACBD56_RS14905,,292401,+,ACBD56_RS14910,,292712,+,311,Normal (200-500 pb),True
ACBD56_RS14910,,292895,+,ACBD56_RS14915,,293506,+,611,Grande (> 500 pb),True
ACBD56_RS14915,,293731,+,ACBD56_RS14920,,293884,+,153,Moderado (100-200 pb),True
ACBD56_RS14920,,294325,+,ACBD56_RS14925,,294464,+,139,Moderado (100-200 pb),True
ACBD56_RS14925,,294890,+,ACBD56_RS14930,,295186,+,296,Normal (200-500 pb),True
ACBD56_RS14930,,295366,+,ACBD56_RS14935,,296031,+,665,Grande (> 500 pb),True
ACBD56_RS14935,,296553,+,ACBD56_RS14940,,296713,+,160,Moderado (100-200 pb),True
ACBD56_RS14940,,297406,+,ACBD56_RS14945,,297575,+,169,Moderado (100-200 pb),True
ACBD56_RS14945,,298112,+,ACBD56_RS14950,,298231,+,119,Moderado (100-200 pb),True
ACBD56_RS14950,,298513,+,ACBD56_RS14955,,298837,+,324,Normal (200-500 pb),True
ACBD56_RS14955,,299755,+,ACBD56_RS14960,,299898,+,143,Moderado (100-200 pb),True
ACBD56_RS14960,,300453,+,ACBD56_RS14965,,300592,+,139,Moderado (100-200 pb),True
ACBD56_RS14965,,301282,+,ACBD56_RS14970,,301589,+,307,Normal (200-500 pb),True
ACBD56_RS14970,,301769,+,ACBD56_RS14975,,301977,+,208,Normal (200-500 pb),True
ACBD56_RS14975,,302394,+,ACBD56_RS14980,,302551,+,157,Moderado (100-200 pb),True
ACBD56_RS14980,,303256,+,ACBD56_RS14985,,303421,+,165,Moderado (100-200 pb),True
ACBD56_RS14985,,304426,+,ACBD56_RS14990,tnpA,304490,-,64,Cercano (50-100 pb),False
ACBD56_RS14990,tnpA,304928,-,ACBD56_RS14995,,305181,+,253,Normal (200-500 pb),False
ACBD56_RS14995,,305892,+,ACBD56_RS15000,,306011,+,119,Moderado (100-200 pb),True
ACBD56_RS15000,,306293,+,ACBD56_RS15005,,306548,+,255,Normal (200-500 pb),True
ACBD56_RS15005,,306920,+,ACBD56_RS15010,,307103,+,183,Moderado (100-200 pb),True
ACBD56_RS15010,,307517,+,ACBD56_RS15015,,307675,+,158,Moderado (100-200 pb),True
ACBD56_RS15015,,308095,+,ACBD56_RS15020,,308239,+,144,Moderado (100-200 pb),True
ACBD56_RS15020,,308704,+,ACBD56_RS15025,,308849,-,145,Moderado (100-200 pb),False
ACBD56_RS15025,,309119,-,ACBD56_RS15030,,309111,-,-8,Solapado,True
ACBD56_RS15030,,309390,-,ACBD56_RS15035,,309595,+,205,Normal (200-500 pb),False
ACBD56_RS15035,,310036,+,ACBD56_RS15040,,310170,+,134,Moderado (100-200 pb),True
ACBD56_RS15040,,310731,+,ACBD56_RS15045,,310889,+,158,Moderado (100-200 pb),True
ACBD56_RS15045,,311738,+,ACBD56_RS15050,,311918,+,180,Moderado (100-200 pb),True
ACBD56_RS15050,,312242,+,ACBD56_RS15055,,312603,+,361,Normal (200-500 pb),True
ACBD56_RS15055,,313029,+,ACBD56_RS15060,,313180,+,151,Moderado (100-200 pb),True
ACBD56_RS15060,,313687,+,ACBD56_RS15065,,313842,+,155,Moderado (100-200 pb),True
ACBD56_RS15065,,314370,+,ACBD56_RS15070,,314507,+,137,Moderado (100-200 pb),True
ACBD56_RS15070,,314804,+,ACBD56_RS15075,,314958,+,154,Moderado (100-200 pb),True
ACBD56_RS15075,,315459,+,ACBD56_RS15080,,315659,+,200,Normal (200-500 pb),True
ACBD56_RS15080,,315941,+,ACBD56_RS15085,,315937,+,-4,Solapado,True
ACBD56_RS15085,,316225,+,ACBD56_RS15090,,316428,+,203,Normal (200-500 pb),True
ACBD56_RS15090,,316686,+,ACBD56_RS15095,,316673,+,-13,Solapado,True
ACBD56_RS15095,,316976,+,ACBD56_RS15100,,317137,+,161,Moderado (100-200 pb),True
ACBD56_RS15100,,317530,+,ACBD56_RS15105,,317660,+,130,Moderado (100-200 pb),True
ACBD56_RS15105,,317942,+,ACBD56_RS15110,drt2,318956,+,1014,Grande (> 500 pb),True
ACBD56_RS15110,drt2,320240,+,ACBD56_RS15115,,320400,+,160,Moderado (100-200 pb),True
ACBD56_RS15115,,321201,+,ACBD56_RS15120,,321338,+,137,Moderado (100-200 pb),True
ACBD56_RS15120,,321815,+,ACBD56_RS15125,,321955,+,140,Moderado (100-200 pb),True
ACBD56_RS15125,,322342,+,ACBD56_RS15130,,322485,+,143,Moderado (100-200 pb),True
ACBD56_RS15130,,322758,+,ACBD56_RS15135,,322994,+,236,Normal (200-500 pb),True
ACBD56_RS15135,,323636,+,ACBD56_RS15140,,323796,+,160,Moderado (100-200 pb),True
ACBD56_RS15140,,324111,+,ACBD56_RS15145,,324245,+,134,Moderado (100-200 pb),True
ACBD56_RS15145,,324761,+,ACBD56_RS15150,,324898,+,137,Moderado (100-200 pb),True
ACBD56_RS15150,,325498,+,ACBD56_RS15155,,325641,+,143,Moderado (100-200 pb),True
ACBD56_RS15155,,326139,+,ACBD56_RS15160,,326296,+,157,Moderado (100-200 pb),True
ACBD56_RS15160,,326878,+,ACBD56_RS15165,,327030,+,152,Moderado (100-200 pb),True
ACBD56_RS15165,,327528,+,ACBD56_RS15170,,327799,+,271,Normal (200-500 pb),True
ACBD56_RS15170,,328033,+,ACBD56_RS15175,,328319,+,286,Normal (200-500 pb),True
ACBD56_RS15175,,328715,+,ACBD56_RS15180,,328842,-,127,Moderado (100-200 pb),False
ACBD56_RS15180,,329160,-,ACBD56_RS15185,,329159,-,-1,Solapado,True
ACBD56_RS15185,,329405,-,ACBD56_RS15190,,329760,+,355,Normal (200-500 pb),False
ACBD56_RS15190,,329943,+,ACBD56_RS15195,,330140,+,197,Moderado (100-200 pb),True
ACBD56_RS15195,,330914,+,ACBD56_RS15200,,331209,+,295,Normal (200-500 pb),True
ACBD56_RS15200,,331392,+,ACBD56_RS15205,,331568,-,176,Moderado (100-200 pb),False
ACBD56_RS15205,,331886,-,ACBD56_RS15210,,331885,-,-1,Solapado,True
ACBD56_RS15210,,332131,-,ACBD56_RS15215,,332354,+,223,Normal (200-500 pb),False
ACBD56_RS15215,,333107,+,ACBD56_RS15220,,333224,+,117,Moderado (100-200 pb),True
ACBD56_RS15220,,333506,+,ACBD56_RS15225,,333851,+,345,Normal (200-500 pb),True
ACBD56_RS15225,,334076,+,ACBD56_RS15230,,334226,+,150,Moderado (100-200 pb),True
ACBD56_RS15230,,335048,+,ACBD56_RS15235,,335189,+,141,Moderado (100-200 pb),True
ACBD56_RS15235,,335681,+,ACBD56_RS15240,,335818,+,137,Moderado (100-200 pb),True
ACBD56_RS15240,,336397,+,ACBD56_RS15245,,336574,+,177,Moderado (100-200 pb),True
ACBD56_RS15245,,336907,+,ACBD56_RS15250,,336893,+,-14,Solapado,True
ACBD56_RS15250,,337208,+,ACBD56_RS15255,,337343,+,135,Moderado (100-200 pb),True
ACBD56_RS15255,,337769,+,ACBD56_RS15260,,337943,-,174,Moderado (100-200 pb),False
ACBD56_RS15260,,338180,-,ACBD56_RS15265,,338415,+,235,Normal (200-500 pb),False
ACBD56_RS15265,,338871,+,ACBD56_RS15270,,339026,+,155,Moderado (100-200 pb),True
ACBD56_RS15270,,339626,+,ACBD56_RS15275,,339794,+,168,Moderado (100-200 pb),True
ACBD56_RS15275,,340247,+,ACBD56_RS15280,,340539,+,292,Normal (200-500 pb),True
ACBD56_RS15280,,340693,+,ACBD56_RS15285,,340899,+,206,Normal (200-500 pb),True
ACBD56_RS15285,,341091,+,ACBD56_RS15290,,341365,-,274,Normal (200-500 pb),False
ACBD56_RS15290,,341863,-,ACBD56_RS15295,,341859,-,-4,Solapado,True
ACBD56_RS15295,,342132,-,ACBD56_RS15300,,342374,+,242,Normal (200-500 pb),False
ACBD56_RS15300,,342722,+,ACBD56_RS15305,,342857,+,135,Moderado (100-200 pb),True
ACBD56_RS15305,,343373,+,ACBD56_RS15310,,343510,+,137,Moderado (100-200 pb),True
ACBD56_RS15310,,344155,+,ACBD56_RS15315,,344306,+,151,Moderado (100-200 pb),True
ACBD56_RS15315,,344723,+,ACBD56_RS15320,,344878,+,155,Moderado (100-200 pb),True
ACBD56_RS15320,,345373,+,ACBD56_RS15325,,345577,+,204,Normal (200-500 pb),True
ACBD56_RS15325,,345967,+,ACBD56_RS15330,,346163,-,196,Moderado (100-200 pb),False
ACBD56_RS15330,,346394,-,ACBD56_RS15335,,346593,-,199,Moderado (100-200 pb),True
ACBD56_RS15335,,346911,-,ACBD56_RS15340,,346910,-,-1,Solapado,True
ACBD56_RS15340,,347156,-,ACBD56_RS15345,,347364,+,208,Normal (200-500 pb),False
ACBD56_RS15345,,347901,+,ACBD56_RS15350,,348101,+,200,Normal (200-500 pb),True
ACBD56_RS15350,,348383,+,ACBD56_RS15355,,348379,+,-4,Solapado,True
ACBD56_RS15355,,348667,+,ACBD56_RS15360,,349010,+,343,Normal (200-500 pb),True
ACBD56_RS15360,,349145,+,ACBD56_RS15365,,349389,+,244,Normal (200-500 pb),True
ACBD56_RS15365,,349803,+,ACBD56_RS15370,,349939,+,136,Moderado (100-200 pb),True
ACBD56_RS15370,,350110,+,ACBD56_RS15375,dhiT,350476,+,366,Normal (200-500 pb),True
ACBD56_RS15375,dhiT,350746,+,ACBD56_RS15380,dhiA,350739,+,-7,Solapado,True
ACBD56_RS15380,dhiA,351261,+,ACBD56_RS15385,,352008,+,747,Grande (> 500 pb),True
ACBD56_RS15385,,352191,+,ACBD56_RS15390,,352480,+,289,Normal (200-500 pb),True
ACBD56_RS15390,,352906,+,ACBD56_RS15395,,353095,+,189,Moderado (100-200 pb),True
ACBD56_RS15395,,353257,+,ACBD56_RS15400,,353527,+,270,Normal (200-500 pb),True
ACBD56_RS15400,,354295,+,ACBD56_RS15405,,354457,+,162,Moderado (100-200 pb),True
ACBD56_RS15405,,355057,+,ACBD56_RS15410,,355227,+,170,Moderado (100-200 pb),True
ACBD56_RS15410,,355614,+,ACBD56_RS15415,,355759,+,145,Moderado (100-200 pb),True
ACBD56_RS15415,,356581,+,ACBD56_RS15420,,356774,+,193,Moderado (100-200 pb),True
ACBD56_RS15420,,357488,+,ACBD56_RS15425,,357635,+,147,Moderado (100-200 pb),True
ACBD56_RS15425,,358022,+,ACBD56_RS15430,,358154,+,132,Moderado (100-200 pb),True
ACBD56_RS15430,,358264,+,ACBD56_RS15435,,358306,+,42,Muy cercano (< 50 pb),True
ACBD56_RS15435,,358525,+,ACBD56_RS15440,,358952,+,427,Normal (200-500 pb),True
ACBD56_RS15440,,359135,+,ACBD56_RS15445,,359362,+,227,Normal (200-500 pb),True
ACBD56_RS15445,,359914,+,ACBD56_RS15450,,360057,+,143,Moderado (100-200 pb),True
ACBD56_RS15450,,360522,+,ACBD56_RS15455,,360641,+,119,Moderado (100-200 pb),True
ACBD56_RS15455,,360923,+,ACBD56_RS15460,,361259,+,336,Normal (200-500 pb),True
ACBD56_RS15460,,361310,+,ACBD56_RS15465,,361306,+,-4,Solapado,True
ACBD56_RS15465,,361540,+,ACBD56_RS15470,,361741,+,201,Normal (200-500 pb),True
ACBD56_RS15470,,361984,+,ACBD56_RS15475,,361980,+,-4,Solapado,True
ACBD56_RS15475,,362280,+,ACBD56_RS15480,,362404,-,124,Moderado (100-200 pb),False
ACBD56_RS15480,,362986,-,ACBD56_RS15485,,363143,-,157,Moderado (100-200 pb),True
ACBD56_RS15485,,363662,-,ACBD56_RS15490,tnpA,363926,+,264,Normal (200-500 pb),False
ACBD56_RS15490,tnpA,364364,+,ACBD56_RS15495,,364428,-,64,Cercano (50-100 pb),False
ACBD56_RS15495,,365433,-,ACBD56_RS15500,,365591,-,158,Moderado (100-200 pb),True
ACBD56_RS15500,,366032,-,ACBD56_RS15505,,366316,-,284,Normal (200-500 pb),True
ACBD56_RS15505,,366640,-,ACBD56_RS15510,,366841,-,201,Normal (200-500 pb),True
ACBD56_RS15510,,367165,-,ACBD56_RS15515,,367494,+,329,Normal (200-500 pb),False
ACBD56_RS15515,,368677,+,ACBD56_RS15520,,369085,+,408,Normal (200-500 pb),True
ACBD56_RS15520,,371872,+,ACBD56_RS15525,nrdD,372334,+,462,Normal (200-500 pb),True
ACBD56_RS15525,nrdD,374455,+,ACBD56_RS15530,nrdG,374459,+,4,Muy cercano (< 50 pb),True
ACBD56_RS15530,nrdG,374927,+,ACBD56_RS15535,,375048,+,121,Moderado (100-200 pb),True
ACBD56_RS15535,,376230,+,ACBD56_RS15540,,376287,+,57,Cercano (50-100 pb),True
ACBD56_RS15540,,376971,+,ACBD56_RS15545,fruA,377203,-,232,Normal (200-500 pb),False
ACBD56_RS15545,fruA,378940,-,ACBD56_RS15550,pfkB,378958,-,18,Muy cercano (< 50 pb),True
ACBD56_RS15550,pfkB,379912,-,ACBD56_RS15555,fruB,379922,-,10,Muy cercano (< 50 pb),True
ACBD56_RS15555,fruB,381125,-,ACBD56_RS15560,cra,381463,+,338,Normal (200-500 pb),False
ACBD56_RS15560,cra,382444,+,ACBD56_RS15565,,382497,+,53,Cercano (50-100 pb),True
ACBD56_RS15565,,383637,+,ACBD56_RS15570,,383638,+,1,Muy cercano (< 50 pb),True
ACBD56_RS15570,,386680,+,ACBD56_RS15575,cqsS,386776,+,96,Cercano (50-100 pb),True
ACBD56_RS15575,cqsS,388837,+,ACBD56_RS15580,cqsA,389110,-,273,Normal (200-500 pb),False
ACBD56_RS15580,cqsA,390280,-,ACBD56_RS15585,,390476,-,196,Moderado (100-200 pb),True
ACBD56_RS15585,,391439,-,ACBD56_RS15590,clcA,391585,-,146,Moderado (100-200 pb),True
ACBD56_RS15590,clcA,392992,-,ACBD56_RS15595,,393457,+,465,Normal (200-500 pb),False
ACBD56_RS15595,,394447,+,ACBD56_RS15600,ylqF,394523,-,76,Cercano (50-100 pb),False
ACBD56_RS15600,ylqF,395468,-,ACBD56_RS15605,,395789,+,321,Normal (200-500 pb),False
ACBD56_RS15605,,397652,+,ACBD56_RS15610,nifJ,397749,-,97,Cercano (50-100 pb),False
ACBD56_RS15610,nifJ,400989,-,ACBD56_RS15615,,401091,+,102,Moderado (100-200 pb),False
ACBD56_RS15615,,402585,+,ACBD56_RS15620,,402574,+,-11,Solapado,True
ACBD56_RS15620,,403267,+,ACBD56_RS15625,tatA,403466,+,199,Moderado (100-200 pb),True
ACBD56_RS15625,tatA,403709,+,ACBD56_RS15630,,403924,-,215,Normal (200-500 pb),False
ACBD56_RS15630,,404599,-,ACBD56_RS15635,,404761,-,162,Moderado (100-200 pb),True
ACBD56_RS15635,,405142,-,ACBD56_RS15640,,405275,-,133,Moderado (100-200 pb),True
ACBD56_RS15640,,406073,-,ACBD56_RS15645,,406468,-,395,Normal (200-500 pb),True
ACBD56_RS15645,,407104,-,ACBD56_RS15650,,407491,+,387,Normal (200-500 pb),False
ACBD56_RS15650,,408037,+,ACBD56_RS15655,,408033,+,-4,Solapado,True
ACBD56_RS15655,,408603,+,ACBD56_RS15660,focA,408710,-,107,Moderado (100-200 pb),False
ACBD56_RS15660,focA,410162,-,ACBD56_RS15665,,410378,+,216,Normal (200-500 pb),False
ACBD56_RS15665,,411284,+,ACBD56_RS15670,,411460,+,176,Moderado (100-200 pb),True
ACBD56_RS15670,,411958,+,ACBD56_RS15675,,412118,-,160,Moderado (100-200 pb),False
ACBD56_RS15675,,413750,-,ACBD56_RS15680,,414012,+,262,Normal (200-500 pb),False
ACBD56_RS15680,,415755,+,ACBD56_RS15685,,416313,+,558,Grande (> 500 pb),True
ACBD56_RS15685,,417270,+,ACBD56_RS15690,,417573,+,303,Normal (200-500 pb),True
ACBD56_RS15690,,417762,+,ACBD56_RS15695,,417910,-,148,Moderado (100-200 pb),False
ACBD56_RS15695,,418477,-,ACBD56_RS15700,,418669,+,192,Moderado (100-200 pb),False
ACBD56_RS15700,,419752,+,ACBD56_RS15705,,419812,-,60,Cercano (50-100 pb),False
ACBD56_RS15705,,419998,-,ACBD56_RS15710,,420210,-,212,Normal (200-500 pb),True
ACBD56_RS15710,,422568,-,ACBD56_RS15715,,422923,-,355,Normal (200-500 pb),True
ACBD56_RS15715,,424156,-,ACBD56_RS15720,,424578,+,422,Normal (200-500 pb),False
ACBD56_RS15720,,425121,+,ACBD56_RS15725,,425414,+,293,Normal (200-500 pb),True
ACBD56_RS15725,,426800,+,ACBD56_RS15735,,427094,+,294,Normal (200-500 pb),True
ACBD56_RS15735,,428663,+,ACBD56_RS15740,,428782,+,119,Moderado (100-200 pb),True
ACBD56_RS15740,,429721,+,ACBD56_RS15745,,429717,-,-4,Solapado,False
ACBD56_RS15745,,430839,-,ACBD56_RS15750,,431311,+,472,Normal (200-500 pb),False
ACBD56_RS15750,,431686,+,ACBD56_RS15755,,431695,+,9,Muy cercano (< 50 pb),True
ACBD56_RS15755,,431974,+,ACBD56_RS15760,,432266,+,292,Normal (200-500 pb),True
ACBD56_RS15760,,433805,+,ACBD56_RS15765,pntB,433816,+,11,Muy cercano (< 50 pb),True
ACBD56_RS15765,pntB,435193,+,ACBD56_RS15770,vxrA,435311,+,118,Moderado (100-200 pb),True
ACBD56_RS15770,vxrA,436793,+,ACBD56_RS15775,vxrB,436767,+,-26,Solapado,True
ACBD56_RS15775,vxrB,437424,+,ACBD56_RS15780,,437426,+,2,Muy cercano (< 50 pb),True
ACBD56_RS15780,,438311,+,ACBD56_RS15785,,438371,+,60,Cercano (50-100 pb),True
ACBD56_RS15785,,439538,+,ACBD56_RS15790,,439578,+,40,Muy cercano (< 50 pb),True
ACBD56_RS15790,,439740,+,ACBD56_RS15795,tnpA,439872,+,132,Moderado (100-200 pb),True
ACBD56_RS15795,tnpA,440310,+,ACBD56_RS15800,yciH,440976,-,666,Grande (> 500 pb),False
ACBD56_RS15800,yciH,441288,-,ACBD56_RS15805,,441295,-,7,Muy cercano (< 50 pb),True
ACBD56_RS15805,,441679,-,ACBD56_RS15810,,441850,-,171,Moderado (100-200 pb),True
ACBD56_RS15810,,442855,-,ACBD56_RS15815,,443005,-,150,Moderado (100-200 pb),True
ACBD56_RS15815,,443581,-,ACBD56_RS15820,,443799,+,218,Normal (200-500 pb),False
ACBD56_RS15820,,446481,+,ACBD56_RS15825,,446529,-,48,Muy cercano (< 50 pb),False
ACBD56_RS15825,,447417,-,ACBD56_RS15830,,447649,+,232,Normal (200-500 pb),False
ACBD56_RS15830,,449785,+,ACBD56_RS15835,,450072,-,287,Normal (200-500 pb),False
ACBD56_RS15835,,451770,-,ACBD56_RS15840,,451850,-,80,Cercano (50-100 pb),True
ACBD56_RS15840,,452030,-,ACBD56_RS15845,,452084,-,54,Cercano (50-100 pb),True
ACBD56_RS15845,,452537,-,ACBD56_RS15850,,452704,+,167,Moderado (100-200 pb),False
ACBD56_RS15850,,453496,+,ACBD56_RS15855,,453652,-,156,Moderado (100-200 pb),False
ACBD56_RS15855,,454135,-,ACBD56_RS15860,,454289,+,154,Moderado (100-200 pb),False
ACBD56_RS15860,,455039,+,ACBD56_RS15865,,455124,-,85,Cercano (50-100 pb),False
ACBD56_RS15865,,455793,-,ACBD56_RS15870,,455804,-,11,Muy cercano (< 50 pb),True
ACBD56_RS15870,,456416,-,ACBD56_RS15875,,456517,+,101,Moderado (100-200 pb),False
ACBD56_RS15875,,457114,+,ACBD56_RS15880,,457110,+,-4,Solapado,True
ACBD56_RS15880,,457503,+,ACBD56_RS15885,,457582,-,79,Cercano (50-100 pb),False
ACBD56_RS15885,,459175,-,ACBD56_RS15890,,459171,-,-4,Solapado,True
ACBD56_RS15890,,460227,-,ACBD56_RS15895,,460226,-,-1,Solapado,True
ACBD56_RS15895,,461309,-,ACBD56_RS15900,,461317,-,8,Muy cercano (< 50 pb),True
ACBD56_RS15900,,463135,-,ACBD56_RS15905,,463347,-,212,Normal (200-500 pb),True
ACBD56_RS15905,,463869,-,ACBD56_RS15910,,463961,-,92,Cercano (50-100 pb),True
ACBD56_RS15910,,464894,-,ACBD56_RS15915,,465134,+,240,Normal (200-500 pb),False
ACBD56_RS15915,,465386,+,ACBD56_RS15920,,465467,-,81,Cercano (50-100 pb),False
ACBD56_RS15920,,466406,-,ACBD56_RS15925,,466624,+,218,Normal (200-500 pb),False
ACBD56_RS15925,,468097,+,ACBD56_RS15930,,468196,-,99,Cercano (50-100 pb),False
ACBD56_RS15930,,469102,-,ACBD56_RS15935,phnR,469167,-,65,Cercano (50-100 pb),True
ACBD56_RS15935,phnR,469872,-,ACBD56_RS15940,,469896,-,24,Muy cercano (< 50 pb),True
ACBD56_RS15940,,471597,-,ACBD56_RS15945,,471607,-,10,Muy cercano (< 50 pb),True
ACBD56_RS15945,,472810,-,ACBD56_RS15950,,472946,-,136,Moderado (100-200 pb),True
ACBD56_RS15950,,473957,-,ACBD56_RS15955,phnW,474198,+,241,Normal (200-500 pb),False
ACBD56_RS15955,phnW,475302,+,ACBD56_RS15960,,475319,+,17,Muy cercano (< 50 pb),True
ACBD56_RS15960,,476717,+,ACBD56_RS15965,phnX,476723,+,6,Muy cercano (< 50 pb),True
ACBD56_RS15965,phnX,477539,+,ACBD56_RS15970,rnk,477703,+,164,Moderado (100-200 pb),True
ACBD56_RS15970,rnk,478111,+,ACBD56_RS15975,,478235,-,124,Moderado (100-200 pb),False
ACBD56_RS15975,,480206,-,ACBD56_RS15980,,480243,-,37,Muy cercano (< 50 pb),True
ACBD56_RS15980,,481374,-,ACBD56_RS15985,,481507,-,133,Moderado (100-200 pb),True
ACBD56_RS15985,,481993,-,ACBD56_RS15990,lpxD,482076,-,83,Cercano (50-100 pb),True
ACBD56_RS15990,lpxD,483087,-,ACBD56_RS15995,,483106,-,19,Muy cercano (< 50 pb),True
ACBD56_RS15995,,484141,-,ACBD56_RS16000,,484541,+,400,Normal (200-500 pb),False
ACBD56_RS16000,,485771,+,ACBD56_RS16005,,485773,+,2,Muy cercano (< 50 pb),True
ACBD56_RS16005,,487057,+,ACBD56_RS16010,,487059,+,2,Muy cercano (< 50 pb),True
ACBD56_RS16010,,487893,+,ACBD56_RS16015,,487908,+,15,Muy cercano (< 50 pb),True
ACBD56_RS16015,,489702,+,ACBD56_RS16020,,489740,+,38,Muy cercano (< 50 pb),True
ACBD56_RS16020,,490589,+,ACBD56_RS16025,,490642,+,53,Cercano (50-100 pb),True
ACBD56_RS16025,,491455,+,ACBD56_RS16030,yjjG,491539,-,84,Cercano (50-100 pb),False
ACBD56_RS16030,yjjG,492214,-,ACBD56_RS16035,,492315,+,101,Moderado (100-200 pb),False
ACBD56_RS16035,,493224,+,ACBD56_RS16040,,493358,+,134,Moderado (100-200 pb),True
ACBD56_RS16040,,493535,+,ACBD56_RS16045,elbB,493539,+,4,Muy cercano (< 50 pb),True
ACBD56_RS16045,elbB,494190,+,ACBD56_RS16050,mscL,494456,+,266,Normal (200-500 pb),True
ACBD56_RS16050,mscL,494867,+,ACBD56_RS16055,,495096,+,229,Normal (200-500 pb),True
ACBD56_RS16055,,496845,+,ACBD56_RS16060,msrB,497020,+,175,Moderado (100-200 pb),True
ACBD56_RS16060,msrB,498157,+,ACBD56_RS16065,folE,498232,-,75,Cercano (50-100 pb),False
ACBD56_RS16065,folE,498886,-,ACBD56_RS16070,moeA,499037,+,151,Moderado (100-200 pb),False
ACBD56_RS16070,moeA,500273,+,ACBD56_RS16075,moeB,500281,+,8,Muy cercano (< 50 pb),True
ACBD56_RS16075,moeB,501040,+,ACBD56_RS16080,,501223,+,183,Moderado (100-200 pb),True
ACBD56_RS16080,,501592,+,ACBD56_RS16085,sseA,501613,+,21,Muy cercano (< 50 pb),True
ACBD56_RS16085,sseA,502444,+,ACBD56_RS16090,,502528,-,84,Cercano (50-100 pb),False
ACBD56_RS16090,,503524,-,ACBD56_RS16095,tal,504116,+,592,Grande (> 500 pb),False
ACBD56_RS16095,tal,505067,+,ACBD56_RS16100,tkt,505163,+,96,Cercano (50-100 pb),True
ACBD56_RS16100,tkt,507158,+,ACBD56_RS16105,,507274,-,116,Moderado (100-200 pb),False
ACBD56_RS16105,,509629,-,ACBD56_RS16110,,509842,+,213,Normal (200-500 pb),False
ACBD56_RS16110,,510355,+,ACBD56_RS16115,,510966,+,611,Grande (> 500 pb),True
ACBD56_RS16115,,513519,+,ACBD56_RS16120,,513692,-,173,Moderado (100-200 pb),False
ACBD56_RS16120,,514733,-,ACBD56_RS16125,,514745,-,12,Muy cercano (< 50 pb),True
ACBD56_RS16125,,515717,-,ACBD56_RS16130,,515732,-,15,Muy cercano (< 50 pb),True
ACBD56_RS16130,,516248,-,ACBD56_RS16135,,516280,-,32,Muy cercano (< 50 pb),True
ACBD56_RS16135,,516730,-,ACBD56_RS16140,,516769,-,39,Muy cercano (< 50 pb),True
ACBD56_RS16140,,517120,-,ACBD56_RS16145,,517311,+,191,Moderado (100-200 pb),False
ACBD56_RS16145,,518037,+,ACBD56_RS16150,,518046,+,9,Muy cercano (< 50 pb),True
ACBD56_RS16150,,518988,+,ACBD56_RS16155,,518984,-,-4,Solapado,False
