gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
b1078,flgG,1135511,+,b1079,flgH,1135563,+,52,Cercano (50-100 pb),True
b1079,flgH,1136262,+,b1080,flgI,1136273,+,11,Muy cercano (< 50 pb),True
b1080,flgI,1137371,+,b1081,flgJ,1137370,+,-1,Solapado,True
b1081,flgJ,1138312,+,b1082,flgK,1138377,+,65,Cercano (50-100 pb),True
b1082,flgK,1140021,+,b1083,flgL,1140032,+,11,Muy cercano (< 50 pb),True
b1083,flgL,1140986,+,b1084,rne,1141181,-,195,Moderado (100-200 pb),False
b1084,rne,1144367,-,b1085,yceQ,1144501,+,134,Moderado (100-200 pb),False
b1085,yceQ,1144822,+,b1086,rluC,1144939,+,117,Moderado (100-200 pb),True
b1086,rluC,1145899,+,b1087,yceF,1146010,-,111,Moderado (100-200 pb),False
b1087,yceF,1146595,-,b1088,yceD,1146793,+,198,Moderado (100-200 pb),False
b1088,yceD,1147315,+,b1089,rpmF,1147366,+,51,Cercano (50-100 pb),True
b1089,rpmF,1147540,+,b1090,plsX,1147620,+,80,Cercano (50-100 pb),True
b1090,plsX,1148691,+,b1091,fabH,1148758,+,67,Cercano (50-100 pb),True
b1091,fabH,1149712,+,b1092,fabD,1149727,+,15,Muy cercano (< 50 pb),True
b1092,fabD,1150657,+,b1093,fabG,1150669,+,12,Muy cercano (< 50 pb),True
b1093,fabG,1151404,+,b1094,acpP,1151614,+,210,Normal (200-500 pb),True
b1094,acpP,1151851,+,b1095,fabF,1151938,+,87,Cercano (50-100 pb),True
b1095,fabF,1153180,+,b1096,pabC,1153299,+,119,Moderado (100-200 pb),True
b1096,pabC,1154109,+,b1097,mltG,1154111,+,2,Muy cercano (< 50 pb),True
b1097,mltG,1155134,+,b1098,tmk,1155123,+,-11,Solapado,True
b1098,tmk,1155765,+,b1099,holB,1155761,+,-4,Solapado,True
b1099,holB,1156766,+,b1100,ycfH,1156776,+,10,Muy cercano (< 50 pb),True
b1100,ycfH,1157574,+,b1101,ptsG,1157868,+,294,Normal (200-500 pb),True
b1101,ptsG,1159302,+,b1102,fhuE,1159361,-,59,Cercano (50-100 pb),False
b1102,fhuE,1161551,-,b1103,hinT,1161884,+,333,Normal (200-500 pb),False
b1103,hinT,1162244,+,b1104,ycfL,1162246,+,2,Muy cercano (< 50 pb),True
b1104,ycfL,1162624,+,b1105,lpoB,1162637,+,13,Muy cercano (< 50 pb),True
b1105,lpoB,1163279,+,b1106,thiK,1163259,+,-20,Solapado,True
b1106,thiK,1164084,+,b1107,nagZ,1164094,+,10,Muy cercano (< 50 pb),True
b1107,nagZ,1165120,+,b1108,ycfP,1165142,+,22,Muy cercano (< 50 pb),True
b1108,ycfP,1165685,+,b1109,ndh,1166084,+,399,Normal (200-500 pb),True
b1109,ndh,1167389,+,b1110,ycfJ,1167598,+,209,Normal (200-500 pb),True
b1110,ycfJ,1168138,+,b1111,comR,1168199,-,61,Cercano (50-100 pb),False
b1111,comR,1168832,-,b1112,bhsA,1169072,+,240,Normal (200-500 pb),False
b1112,bhsA,1169330,+,b1113,ldtC,1169411,-,81,Cercano (50-100 pb),False
b1113,ldtC,1170374,-,b1114,mfd,1170517,-,143,Moderado (100-200 pb),True
b1114,mfd,1173964,-,b1115,ycfT,1174091,-,127,Moderado (100-200 pb),True
b1115,ycfT,1175165,-,b1116,lolC,1175426,+,261,Normal (200-500 pb),False
b1116,lolC,1176626,+,b1117,lolD,1176618,+,-8,Solapado,True
b1117,lolD,1177320,+,b1118,lolE,1177319,+,-1,Solapado,True
b1118,lolE,1178564,+,b1119,nagK,1178592,+,28,Muy cercano (< 50 pb),True
b1119,nagK,1179504,+,b1120,cobB,1179519,+,15,Muy cercano (< 50 pb),True
b1120,cobB,1180359,+,b1120,cobB,1179630,+,-729,Solapado,True
b1120,cobB,1180359,+,b1121,ycfZ,1180478,-,119,Moderado (100-200 pb),False
b1121,ycfZ,1181267,-,b1122,ymfA,1181263,-,-4,Solapado,True
b1122,ymfA,1181725,-,b1123,potD,1181782,-,57,Cercano (50-100 pb),True
b1123,potD,1182829,-,b1124,potC,1182825,-,-4,Solapado,True
b1124,potC,1183620,-,b1125,potB,1183616,-,-4,Solapado,True
b1125,potB,1184444,-,b1126,potA,1184457,-,13,Muy cercano (< 50 pb),True
b1126,potA,1185594,-,b1127,pepT,1185843,+,249,Normal (200-500 pb),False
b1127,pepT,1187070,+,b1128,roxA,1187118,-,48,Muy cercano (< 50 pb),False
b1128,roxA,1188240,-,b1129,phoQ,1188315,-,75,Cercano (50-100 pb),True
b1129,phoQ,1189776,-,b1130,phoP,1189775,-,-1,Solapado,True
b1130,phoP,1190447,-,b1131,purB,1190615,-,168,Moderado (100-200 pb),True
b1131,purB,1191986,-,b1132,hflD,1191989,-,3,Muy cercano (< 50 pb),True
b1132,hflD,1192631,-,b1133,mnmA,1192666,-,35,Muy cercano (< 50 pb),True
b1133,mnmA,1193773,-,b1134,nudJ,1193826,-,53,Cercano (50-100 pb),True
b1134,nudJ,1194288,-,b1135,rluE,1194297,-,9,Muy cercano (< 50 pb),True
b1135,rluE,1194951,-,b1136,icd,1195122,+,171,Moderado (100-200 pb),False
b1136,icd,1196373,+,b1137,ymfD,1196866,-,493,Normal (200-500 pb),False
b1137,ymfD,1197532,-,b1138,ymfE,1197532,-,0,Adyacente,True
b1138,ymfE,1198237,-,b1139,lit,1198694,+,457,Normal (200-500 pb),False
b1139,lit,1199588,+,b1140,intE,1199678,-,90,Cercano (50-100 pb),False
b1140,intE,1200806,-,b1141,xisE,1200786,-,-20,Solapado,True
b1141,xisE,1201032,-,b1142,ymfH,1201068,-,36,Muy cercano (< 50 pb),True
b1142,ymfH,1201380,-,b1143,ymfI,1201496,+,116,Moderado (100-200 pb),False
b1143,ymfI,1201838,+,b1144,ymfJ,1201775,-,-63,Solapado,False
b1144,ymfJ,1202084,-,b1145,ymfK,1202258,-,174,Moderado (100-200 pb),True
b1145,ymfK,1202933,-,b1146,ymfT,1203023,+,90,Cercano (50-100 pb),False
b1146,ymfT,1203224,+,b1147,ymfL,1203267,+,43,Muy cercano (< 50 pb),True
b1147,ymfL,1203825,+,b1148,ymfM,1203821,+,-4,Solapado,True
b1148,ymfM,1204160,+,b1149,ymfN,1204169,+,9,Muy cercano (< 50 pb),True
b1149,ymfN,1205537,+,b1150,ymfR,1205548,+,11,Muy cercano (< 50 pb),True
b1150,ymfR,1205731,+,b1151,beeE,1205730,+,-1,Solapado,True
b1151,beeE,1206204,+,b1153,ymfQ,1206912,+,708,Grande (> 500 pb),True
b1153,ymfQ,1207497,+,b1154,ycfK,1207500,+,3,Muy cercano (< 50 pb),True
b1154,ycfK,1208130,+,b1155,tfaP,1208131,+,1,Muy cercano (< 50 pb),True
b1155,tfaP,1208545,+,b1156,tfaE,1208516,-,-29,Solapado,False
b1156,tfaE,1209119,-,b1158,pinE,1209684,+,565,Grande (> 500 pb),False
b1158,pinE,1210239,+,b1159,mcrA,1210345,+,106,Moderado (100-200 pb),True
b1159,mcrA,1211179,+,b1160,iraM,1211679,-,500,Grande (> 500 pb),False
b1160,iraM,1212003,-,b4738,ymgK,1212259,-,256,Normal (200-500 pb),True
b4738,ymgK,1212304,-,b4739,ymgL,1212539,-,235,Normal (200-500 pb),True
b4739,ymgL,1212650,-,b1161,ycgX,1212702,-,52,Cercano (50-100 pb),True
b1161,ycgX,1213107,-,b1162,bluR,1213327,-,220,Normal (200-500 pb),True
b1162,bluR,1214059,-,b1163,bluF,1214263,-,204,Normal (200-500 pb),True
b1163,bluF,1215475,-,b1164,ycgZ,1215788,+,313,Normal (200-500 pb),False
b1164,ycgZ,1216025,+,b1165,ymgA,1216067,+,42,Muy cercano (< 50 pb),True
b1165,ymgA,1216340,+,b1166,ariR,1216368,+,28,Muy cercano (< 50 pb),True
b1166,ariR,1216635,+,b1167,ymgC,1216747,+,112,Moderado (100-200 pb),True
b1167,ymgC,1216996,+,b1168,pdeG,1217327,+,331,Normal (200-500 pb),True
b1168,pdeG,1218851,+,b4520,ymgF,1218982,+,131,Moderado (100-200 pb),True
b4520,ymgF,1219201,+,b1171,ymgD,1222304,-,3103,Grande (> 500 pb),False
b1171,ymgD,1222634,-,b1172,ymgG,1222643,-,9,Muy cercano (< 50 pb),True
b1172,ymgG,1222988,-,b4593,ymgI,1222989,-,1,Muy cercano (< 50 pb),True
b4593,ymgI,1223163,-,b4594,ymgJ,1223263,+,100,Moderado (100-200 pb),False
b4594,ymgJ,1223449,+,b1174,minE,1224278,-,829,Grande (> 500 pb),False
b1174,minE,1224545,-,b1175,minD,1224548,-,3,Muy cercano (< 50 pb),True
b1175,minD,1225361,-,b1176,minC,1225384,-,23,Muy cercano (< 50 pb),True
b1176,minC,1226080,-,b1177,ycgJ,1226599,+,519,Grande (> 500 pb),False
b1177,ycgJ,1226968,+,b1178,pliG,1227070,-,102,Moderado (100-200 pb),False
b1178,pliG,1227472,-,b4816,ymgN,1227367,+,-105,Solapado,False
b4816,ymgN,1227427,+,b1179,ycgL,1227680,+,253,Normal (200-500 pb),True
b1179,ycgL,1228007,+,b1180,ycgM,1228078,+,71,Cercano (50-100 pb),True
b1180,ycgM,1228738,+,b1181,ycgN,1228814,+,76,Cercano (50-100 pb),True
b1181,ycgN,1229276,+,b1182,hlyE,1229482,-,206,Normal (200-500 pb),False
b1182,hlyE,1230394,-,b1183,umuD,1230766,+,372,Normal (200-500 pb),False
b1183,umuD,1231186,+,b1184,umuC,1231185,+,-1,Solapado,True
b1184,umuC,1232454,+,b1185,dsbB,1232499,-,45,Muy cercano (< 50 pb),False
b1185,dsbB,1233030,-,b1186,nhaB,1233175,-,145,Moderado (100-200 pb),True
b1186,nhaB,1234717,-,b1187,fadR,1234937,+,220,Normal (200-500 pb),False
b1187,fadR,1235657,+,b1188,ycgB,1235708,-,51,Cercano (50-100 pb),False
b1188,ycgB,1237241,-,b1189,dadA,1237570,+,329,Normal (200-500 pb),False
b1189,dadA,1238869,+,b1190,dadX,1238878,+,9,Muy cercano (< 50 pb),True
b1190,dadX,1239949,+,b4740,ymgM,1240259,+,310,Normal (200-500 pb),True
b4740,ymgM,1240463,+,b1191,cvrA,1240334,-,-129,Solapado,False
b1191,cvrA,1242071,-,b1192,ldcA,1242165,-,94,Cercano (50-100 pb),True
b1192,ldcA,1243080,-,b1193,emtA,1243179,+,99,Cercano (50-100 pb),False
b1193,emtA,1243791,+,b1194,ycgR,1243792,-,1,Muy cercano (< 50 pb),False
b1194,ycgR,1244527,-,b1195,ymgE,1244727,+,200,Normal (200-500 pb),False
b1195,ymgE,1244982,+,b1196,ycgY,1245159,+,177,Moderado (100-200 pb),True
b1196,ycgY,1245600,+,b1197,treA,1245678,-,78,Cercano (50-100 pb),False
b1197,treA,1247376,-,b1198,dhaM,1247695,-,319,Normal (200-500 pb),True
b1198,dhaM,1249114,-,b1199,dhaL,1249124,-,10,Muy cercano (< 50 pb),True
b1199,dhaL,1249757,-,b1200,dhaK,1249767,-,10,Muy cercano (< 50 pb),True
b1200,dhaK,1250838,-,b1201,dhaR,1251065,+,227,Normal (200-500 pb),False
b1201,dhaR,1252985,+,b1202,ycgV,1253084,-,99,Cercano (50-100 pb),False
b1202,ycgV,1255952,-,b1203,ychF,1256720,-,768,Grande (> 500 pb),True
b1203,ychF,1257812,-,b1204,pth,1257928,-,116,Moderado (100-200 pb),True
b1204,pth,1258513,-,b1205,ychH,1258790,+,277,Normal (200-500 pb),False
b1205,ychH,1259069,+,b1206,dauA,1259123,-,54,Cercano (50-100 pb),False
b1206,dauA,1260803,-,b1207,prs,1260927,-,124,Moderado (100-200 pb),True
b1207,prs,1261875,-,b1208,ispE,1262025,-,150,Moderado (100-200 pb),True
b1208,ispE,1262877,-,b1209,lolB,1262876,-,-1,Solapado,True
b1209,lolB,1263500,-,b1210,hemA,1263713,+,213,Normal (200-500 pb),False
b1210,hemA,1264970,+,b1211,prfA,1265011,+,41,Muy cercano (< 50 pb),True
b1211,prfA,1266094,+,b1212,prmC,1266093,+,-1,Solapado,True
b1212,prmC,1266927,+,b1213,ychQ,1266923,+,-4,Solapado,True
b1213,ychQ,1267316,+,b1214,ychA,1267319,+,3,Muy cercano (< 50 pb),True
b1214,ychA,1268129,+,b1215,kdsA,1268164,+,35,Muy cercano (< 50 pb),True
b1215,kdsA,1269019,+,b4419,ldrA,1269167,-,148,Moderado (100-200 pb),False
b4419,ldrA,1269275,-,b4421,ldrB,1269702,-,427,Normal (200-500 pb),True
b4421,ldrB,1269810,-,b4423,ldrC,1270237,-,427,Normal (200-500 pb),True
b4423,ldrC,1270345,-,b1216,chaA,1270748,-,403,Normal (200-500 pb),True
b1216,chaA,1271849,-,b1217,chaB,1272118,+,269,Normal (200-500 pb),False
b1217,chaB,1272349,+,b1218,chaC,1272506,+,157,Moderado (100-200 pb),True
b1218,chaC,1273202,+,b1219,ychN,1273245,-,43,Muy cercano (< 50 pb),False
b1219,ychN,1273599,-,b1220,ychO,1273783,+,184,Moderado (100-200 pb),False
b1220,ychO,1275178,+,b1221,narL,1275178,-,0,Adyacente,False
b1221,narL,1275829,-,b1222,narX,1275821,-,-8,Solapado,True
b1222,narX,1277618,-,b1223,narK,1277956,+,338,Normal (200-500 pb),False
b1223,narK,1279348,+,b1224,narG,1279863,+,515,Grande (> 500 pb),True
b1224,narG,1283607,+,b1225,narH,1283603,+,-4,Solapado,True
b1225,narH,1285142,+,b1226,narJ,1285138,+,-4,Solapado,True
b1226,narJ,1285849,+,b1227,narI,1285848,+,-1,Solapado,True
b1227,narI,1286526,+,b1228,ychS,1286708,+,182,Moderado (100-200 pb),True
b1228,ychS,1286984,+,b1229,tpr,1287086,-,102,Moderado (100-200 pb),False
b1229,tpr,1287176,-,b1232,purU,1287781,-,605,Grande (> 500 pb),True
b1232,purU,1288624,-,b1233,ychJ,1288673,-,49,Muy cercano (< 50 pb),True
b1233,ychJ,1289132,-,b1234,rssA,1289244,+,112,Moderado (100-200 pb),False
b1234,rssA,1290150,+,b1235,rssB,1290241,+,91,Cercano (50-100 pb),True
b1235,rssB,1291255,+,b1236,galU,1291456,+,201,Normal (200-500 pb),True
b1236,galU,1292365,+,b1237,hns,1292508,-,143,Moderado (100-200 pb),False
b1237,hns,1292922,-,b1238,tdk,1293526,+,604,Grande (> 500 pb),False
b1238,tdk,1294144,+,b1241,adhE,1295445,-,1301,Grande (> 500 pb),False
b1241,adhE,1298121,-,b4771,ychT,1298513,+,392,Normal (200-500 pb),False
b4771,ychT,1298567,+,b1242,ychE,1298597,+,30,Muy cercano (< 50 pb),True
b1242,ychE,1299245,+,b4711,insH21,1299566,+,321,Normal (200-500 pb),True
b4711,insH21,1300547,+,b1243,oppA,1301181,+,634,Grande (> 500 pb),True
b1243,oppA,1302813,+,b1244,oppB,1302898,+,85,Cercano (50-100 pb),True
b1244,oppB,1303819,+,b1245,oppC,1303833,+,14,Muy cercano (< 50 pb),True
b1245,oppC,1304742,+,b1246,oppD,1304753,+,11,Muy cercano (< 50 pb),True
b1246,oppD,1305767,+,b1247,oppF,1305763,+,-4,Solapado,True
b1247,oppF,1306768,+,b1248,yciU,1306820,-,52,Cercano (50-100 pb),False
b1248,yciU,1307150,-,b1249,clsA,1307184,-,34,Muy cercano (< 50 pb),True
b1249,clsA,1308645,-,b4595,yciY,1308787,+,142,Moderado (100-200 pb),False
b4595,yciY,1308961,+,b1250,kch,1309015,-,54,Cercano (50-100 pb),False
b1250,kch,1310269,-,b1251,yciI,1310568,-,299,Normal (200-500 pb),True
b1251,yciI,1310865,-,b1252,tonB,1311088,+,223,Normal (200-500 pb),False
b1252,tonB,1311808,+,b1253,yciA,1311847,-,39,Muy cercano (< 50 pb),False
b1253,yciA,1312246,-,b1254,yciB,1312350,-,104,Moderado (100-200 pb),True
b1254,yciB,1312890,-,b1255,yciC,1312919,-,29,Muy cercano (< 50 pb),True
b1255,yciC,1313663,-,b1256,ompW,1314019,+,356,Normal (200-500 pb),False
b1256,ompW,1314658,+,b1257,yciE,1314717,-,59,Cercano (50-100 pb),False
b1257,yciE,1315224,-,b1258,yciF,1315269,-,45,Muy cercano (< 50 pb),True
b1258,yciF,1315770,-,b1259,yciG,1315855,-,85,Cercano (50-100 pb),True
b1259,yciG,1316035,-,b1260,trpA,1316415,-,380,Normal (200-500 pb),True
b1260,trpA,1317222,-,b1261,trpB,1317221,-,-1,Solapado,True
b1261,trpB,1318415,-,b1262,trpC,1318426,-,11,Muy cercano (< 50 pb),True
b1262,trpC,1319788,-,b1263,trpD,1319788,-,0,Adyacente,True
b1263,trpD,1321384,-,b1264,trpE,1321383,-,-1,Solapado,True
b1264,trpE,1322946,-,b1265,trpL,1323037,-,91,Cercano (50-100 pb),True
b1265,trpL,1323082,-,b1266,rnm,1323219,+,137,Moderado (100-200 pb),False
b1266,rnm,1324101,+,b1267,yciO,1324097,+,-4,Solapado,True
b1267,yciO,1324718,+,b1268,yciQ,1324745,+,27,Muy cercano (< 50 pb),True
b1268,yciQ,1326641,+,b1269,rluB,1326851,+,210,Normal (200-500 pb),True
b1269,rluB,1327727,+,b1270,btuR,1327766,-,39,Muy cercano (< 50 pb),False
b1270,btuR,1328357,-,b1271,yciK,1328353,-,-4,Solapado,True
b1271,yciK,1329112,-,b1272,sohB,1329331,+,219,Normal (200-500 pb),False
b1272,sohB,1330381,+,b1273,yciN,1330416,-,35,Muy cercano (< 50 pb),False
b1273,yciN,1330668,-,b1274,topA,1331047,+,379,Normal (200-500 pb),False
b1274,topA,1333645,+,b1275,cysB,1333854,+,209,Normal (200-500 pb),True
b1275,cysB,1334829,+,b4522,ymiA,1335147,+,318,Normal (200-500 pb),True
b4522,ymiA,1335288,+,b4523,yciX,1335290,+,2,Muy cercano (< 50 pb),True
b4523,yciX,1335458,+,b4741,ymiC,1335571,+,113,Moderado (100-200 pb),True
b4741,ymiC,1335667,+,b1276,acnA,1335830,+,163,Moderado (100-200 pb),True
b1276,acnA,1338506,+,b1277,ribA,1338569,-,63,Cercano (50-100 pb),False
b1277,ribA,1339160,-,b1278,pgpB,1339329,+,169,Moderado (100-200 pb),False
b1278,pgpB,1340094,+,b1279,lapA,1340242,+,148,Moderado (100-200 pb),True
b1279,lapA,1340551,+,b1280,lapB,1340557,+,6,Muy cercano (< 50 pb),True
b1280,lapB,1341727,+,b1281,pyrF,1341920,+,193,Moderado (100-200 pb),True
b1281,pyrF,1342658,+,b1282,yciH,1342657,+,-1,Solapado,True
b1282,yciH,1342984,+,b1283,osmB,1343109,-,125,Moderado (100-200 pb),False
b1283,osmB,1343328,-,b1284,yciT,1343596,-,268,Normal (200-500 pb),True
b1284,yciT,1344346,-,b4596,yciZ,1344435,-,89,Cercano (50-100 pb),True
b4596,yciZ,1344609,-,b4772,ymiD,1344646,+,37,Muy cercano (< 50 pb),False
b4772,ymiD,1344775,+,b1285,pdeR,1344756,-,-19,Solapado,False
b1285,pdeR,1346742,-,b4672,ymiB,1346795,+,53,Cercano (50-100 pb),False
b4672,ymiB,1346900,+,b1286,rnb,1346977,-,77,Cercano (50-100 pb),False
b1286,rnb,1348912,-,b1287,yciW,1348979,-,67,Cercano (50-100 pb),True
b1287,yciW,1350107,-,b1288,fabI,1350250,-,143,Moderado (100-200 pb),True
b1288,fabI,1351039,-,b1289,ycjD,1351406,-,367,Normal (200-500 pb),True
b1289,ycjD,1351760,-,b1290,sapF,1351827,-,67,Cercano (50-100 pb),True
b1290,sapF,1352634,-,b1291,sapD,1352635,-,1,Muy cercano (< 50 pb),True
b1291,sapD,1353628,-,b1292,sapC,1353627,-,-1,Solapado,True
b1292,sapC,1354518,-,b1293,sapB,1354504,-,-14,Solapado,True
b1293,sapB,1355470,-,b1294,sapA,1355466,-,-4,Solapado,True
b1294,sapA,1357110,-,b1295,ymjA,1357422,-,312,Normal (200-500 pb),True
b1295,ymjA,1357668,-,b1296,puuP,1357801,-,133,Moderado (100-200 pb),True
b1296,puuP,1359187,-,b4742,ymjE,1359176,-,-11,Solapado,True
b4742,ymjE,1359341,-,b1297,puuA,1359489,-,148,Moderado (100-200 pb),True
b1297,puuA,1360908,-,b1298,puuD,1361119,+,211,Normal (200-500 pb),False
b1298,puuD,1361884,+,b1299,puuR,1361910,+,26,Muy cercano (< 50 pb),True
b1299,puuR,1362468,+,b1300,puuC,1362742,+,274,Normal (200-500 pb),True
b1300,puuC,1364230,+,b1301,puuB,1364231,+,1,Muy cercano (< 50 pb),True
b1301,puuB,1365512,+,b1302,puuE,1365549,+,37,Muy cercano (< 50 pb),True
b1302,puuE,1366815,+,b1303,pspF,1366934,-,119,Moderado (100-200 pb),False
b1303,pspF,1367912,-,b1304,pspA,1368078,+,166,Moderado (100-200 pb),False
b1304,pspA,1368747,+,b1305,pspB,1368800,+,53,Cercano (50-100 pb),True
b1305,pspB,1369025,+,b1306,pspC,1369024,+,-1,Solapado,True
b1306,pspC,1369384,+,b1307,pspD,1369392,+,8,Muy cercano (< 50 pb),True
b1307,pspD,1369614,+,b1308,pspE,1369688,+,74,Cercano (50-100 pb),True
b1308,pspE,1370003,+,b1309,ycjM,1370215,+,212,Normal (200-500 pb),True
b1309,ycjM,1371895,+,b1310,ycjN,1371908,+,13,Muy cercano (< 50 pb),True
b1310,ycjN,1373201,+,b1311,ycjO,1373221,+,20,Muy cercano (< 50 pb),True
b1311,ycjO,1374103,+,b1312,ycjP,1374089,+,-14,Solapado,True
b1312,ycjP,1374932,+,b1313,ycjQ,1374962,+,30,Muy cercano (< 50 pb),True
b1313,ycjQ,1376015,+,b1314,ycjR,1376033,+,18,Muy cercano (< 50 pb),True
b1314,ycjR,1376822,+,b1315,ycjS,1376831,+,9,Muy cercano (< 50 pb),True
b1315,ycjS,1377887,+,b1316,ycjT,1377883,+,-4,Solapado,True
b1316,ycjT,1380151,+,b1317,ycjU,1380147,+,-4,Solapado,True
b1317,ycjU,1380807,+,b1319,ompG,1381946,+,1139,Grande (> 500 pb),True
b1319,ompG,1382852,+,b1320,ycjW,1382962,-,110,Moderado (100-200 pb),False
b1320,ycjW,1383961,-,b1321,ycjX,1384116,+,155,Moderado (100-200 pb),False
b1321,ycjX,1385514,+,b1322,ycjF,1385510,+,-4,Solapado,True
b1322,ycjF,1386572,+,b1323,tyrR,1386719,+,147,Moderado (100-200 pb),True
b1323,tyrR,1388261,+,b1324,tpx,1388304,-,43,Muy cercano (< 50 pb),False
b1324,tpx,1388811,-,b1325,ycjG,1388929,+,118,Moderado (100-200 pb),False
b1325,ycjG,1389895,+,b1326,mpaA,1389869,-,-26,Solapado,False
b1326,mpaA,1390598,-,b4525,ymjC,1390679,-,81,Cercano (50-100 pb),True
b4525,ymjC,1390862,-,b4673,ymjD,1390867,-,5,Muy cercano (< 50 pb),True
b4673,ymjD,1390933,-,b1327,ycjY,1390932,-,-1,Solapado,True
b1327,ycjY,1391853,-,b1328,pgrR,1391990,+,137,Moderado (100-200 pb),False
b1328,pgrR,1392890,+,b1329,mppA,1393226,+,336,Normal (200-500 pb),True
b1329,mppA,1394840,+,b1330,ynaI,1394890,-,50,Cercano (50-100 pb),False
b1330,ynaI,1395922,-,b1331,insH4,1396111,+,189,Moderado (100-200 pb),False
b1331,insH4,1397092,+,b1332,ynaJ,1397364,+,272,Normal (200-500 pb),True
b1332,ynaJ,1397622,+,b1333,uspE,1397671,-,49,Muy cercano (< 50 pb),False
b1333,uspE,1398622,-,b1334,fnr,1398773,-,151,Moderado (100-200 pb),True
b1334,fnr,1399526,-,b1335,ogt,1399720,-,194,Moderado (100-200 pb),True
b1335,ogt,1400236,-,b1336,abgT,1400246,-,10,Muy cercano (< 50 pb),True
b1336,abgT,1401773,-,b1337,abgB,1401809,-,36,Muy cercano (< 50 pb),True
b1337,abgB,1403255,-,b1338,abgA,1403254,-,-1,Solapado,True
b1338,abgA,1404565,-,b1339,abgR,1404740,+,175,Moderado (100-200 pb),False
b1339,abgR,1405649,+,b1340,smrA,1405978,+,329,Normal (200-500 pb),True
b1340,smrA,1406542,+,b1341,dgcM,1406562,-,20,Muy cercano (< 50 pb),False
b1341,dgcM,1407795,-,b4773,ynaN,1407988,+,193,Moderado (100-200 pb),False
b4773,ynaN,1408036,+,b1342,zntB,1408049,+,13,Muy cercano (< 50 pb),True
b1342,zntB,1409033,+,b4743,ynaL,1409307,+,274,Normal (200-500 pb),True
b4743,ynaL,1409481,+,b1343,dbpA,1409510,+,29,Muy cercano (< 50 pb),True
b1343,dbpA,1410884,+,b1344,ttcA,1411012,-,128,Moderado (100-200 pb),False
b1344,ttcA,1411948,-,b1345,intR,1411999,-,51,Cercano (50-100 pb),True
b1345,intR,1413235,-,b1346,xisR,1413236,-,1,Muy cercano (< 50 pb),True
b1346,xisR,1413452,-,b1347,rcbA,1413530,-,78,Cercano (50-100 pb),True
b1347,rcbA,1413740,-,b1348,ralR,1413732,-,-8,Solapado,True
b1348,ralR,1413927,-,b1349,recT,1413983,-,56,Cercano (50-100 pb),True
b1349,recT,1414793,-,b1350,recE,1414785,-,-8,Solapado,True
b1350,recE,1417386,-,b1351,racC,1417487,-,101,Moderado (100-200 pb),True
b1351,racC,1417763,-,b4526,ydaE,1417837,-,74,Cercano (50-100 pb),True
b4526,ydaE,1418008,-,b1352,kilR,1418007,-,-1,Solapado,True
b1352,kilR,1418229,-,b1353,sieB,1418670,+,441,Normal (200-500 pb),False
b1353,sieB,1419159,+,b4527,ydaF,1419155,-,-4,Solapado,False
b4527,ydaF,1419311,-,b1355,ydaG,1419321,-,10,Muy cercano (< 50 pb),True
b1355,ydaG,1419456,-,b1356,racR,1419764,-,308,Normal (200-500 pb),True
b1356,racR,1420241,-,b1357,ydaS,1420364,+,123,Moderado (100-200 pb),False
b1357,ydaS,1420661,+,b1358,ydaT,1420683,+,22,Muy cercano (< 50 pb),True
b1358,ydaT,1421106,+,b1359,ydaU,1421118,+,12,Muy cercano (< 50 pb),True
b1359,ydaU,1421976,+,b1360,ydaV,1421982,+,6,Muy cercano (< 50 pb),True
b1360,ydaV,1422729,+,b1361,ydaW,1422751,+,22,Muy cercano (< 50 pb),True
b1361,ydaW,1423312,+,b4528,rzoR,1423399,+,87,Cercano (50-100 pb),True
b4528,rzoR,1423585,+,b1363,trkG,1423781,+,196,Moderado (100-200 pb),True
b1363,trkG,1425239,+,b1365,ynaK,1425376,+,137,Moderado (100-200 pb),True
b1365,ynaK,1425640,+,b1366,ydaY,1425620,+,-20,Solapado,True
b1366,ydaY,1425980,+,b1368,ynaA,1426453,+,473,Normal (200-500 pb),True
b1368,ynaA,1427482,+,b4570,lomR,1427388,+,-94,Solapado,True
b4570,lomR,1428984,+,b1370,insH5,1427745,-,-1239,Solapado,False
b1370,insH5,1428726,-,b1372,stfR,1429048,+,322,Normal (200-500 pb),False
b1372,stfR,1432411,+,b1373,tfaR,1432410,+,-1,Solapado,True
b1373,tfaR,1432986,+,b1374,pinR,1433083,-,97,Cercano (50-100 pb),False
b1374,pinR,1433674,-,b1375,ynaE,1433990,-,316,Normal (200-500 pb),True
b1375,ynaE,1434224,-,b4744,ynaM,1434292,-,68,Cercano (50-100 pb),True
b4744,ynaM,1434406,-,b1376,uspF,1435184,-,778,Grande (> 500 pb),True
b1376,uspF,1435619,-,b1377,ompN,1435759,-,140,Moderado (100-200 pb),True
b1377,ompN,1436893,-,b1378,ydbK,1437259,-,366,Normal (200-500 pb),True
b1378,ydbK,1440784,-,b4529,ydbJ,1441057,+,273,Normal (200-500 pb),False
b4529,ydbJ,1441324,+,b1379,hslJ,1441320,-,-4,Solapado,False
b1379,hslJ,1441743,-,b1380,ldhA,1441853,-,110,Moderado (100-200 pb),True
