locus_tag,nombre_gen,inicio,fin,longitud_pb,num_aminoacidos,hebra,contenido_gc,producto,proteina_id
b1133,mnmA,1192666,1193773,1107,369,-,53.75,tRNA-specific 2-thiouridylase,NP_415651.4
b1134,nudJ,1193826,1194288,462,154,-,50.22,phosphatase NudJ,NP_415652.1
b1135,rluE,1194297,1194951,654,218,-,51.22,23S rRNA pseudouridine(2457) synthase,NP_415653.4
b1136,icd,1195122,1196373,1251,417,+,50.2,isocitrate dehydrogenase,NP_415654.1
b1137,ymfD,1196866,1197532,666,222,-,34.83,putative SAM-dependent methyltransferase YmfD,NP_415655.1
b1138,ymfE,1197532,1198237,705,235,-,30.92,uncharacterized protein YmfE,NP_415656.1
b1139,lit,1198694,1199588,894,298,+,36.8,cell death peptidase Lit,NP_415657.1
b1140,intE,1199678,1200806,1128,376,-,44.77,putative integrase,NP_415658.1
b1141,xisE,1200786,1201032,246,82,-,44.31,putative excisionase,NP_415659.1
b1142,ymfH,1201068,1201380,312,104,-,54.17,putative protein YmfH,YP_009518763.1
b1143,ymfI,1201496,1201838,342,114,+,38.6,uncharacterized protein YmfI,NP_415661.2
b1144,ymfJ,1201775,1202084,309,103,-,46.93,uncharacterized protein YmfJ,NP_415662.2
b1145,ymfK,1202258,1202933,675,225,-,44.44,putative repressor protein YmfK,NP_415663.1
b1146,ymfT,1203023,1203224,201,67,+,42.79,putative DNA-binding transcriptional regulator YmfT,NP_415664.2
b1147,ymfL,1203267,1203825,558,186,+,49.64,uncharacterized protein YmfL,NP_415665.2
b1148,ymfM,1203821,1204160,339,113,+,49.85,cell division inhibitor YmfM,NP_415666.1
b1149,ymfN,1204169,1205537,1368,456,+,54.31,chimeric replication protein/phage terminase YmfN,YP_009518764.1
b1150,ymfR,1205548,1205731,183,61,+,60.11,IPR020297 domain-containing protein YmfR,NP_415668.1
b1151,beeE,1205730,1206204,474,158,+,56.33,protein BeeE,YP_009518765.1
b1153,ymfQ,1206912,1207497,585,195,+,57.26,DUF2313 domain-containing protein YmfQ,NP_415671.1
b1154,ycfK,1207500,1208130,630,210,+,50.32,protein StfP,NP_415672.1
b1155,tfaP,1208131,1208545,414,138,+,42.03,putative tail fiber assembly protein TfaP,NP_415673.1
b1156,tfaE,1208516,1209119,603,201,-,47.76,putative tail fiber assembly protein TfaE,NP_415674.1
b1158,pinE,1209684,1210239,555,185,+,48.83,site-specific DNA recombinase,NP_415676.1
b1159,mcrA,1210345,1211179,834,278,+,38.37,Type IV methyl-directed restriction enzyme EcoKMcrA,NP_415677.1
b1160,iraM,1211679,1212003,324,108,-,33.95,anti-adaptor protein IraM,NP_415678.1
b4738,ymgK,1212259,1212304,45,15,-,31.11,protein YmgK,YP_009518766.1
b4739,ymgL,1212539,1212650,111,37,-,29.73,protein YmgL,YP_009518767.1
b1161,ycgX,1212702,1213107,405,135,-,36.79,DUF1398 domain-containing protein YcgX,NP_415679.1
b1162,bluR,1213327,1214059,732,244,-,48.77,DNA-binding transcriptional repressor BluR,NP_415680.1
b1163,bluF,1214263,1215475,1212,404,-,43.56,blue light- and temperature-regulated antirepressor BluF,NP_415681.1
b1164,ycgZ,1215788,1216025,237,79,+,41.77,putative two-component system connector protein YcgZ,NP_415682.1
b1165,ymgA,1216067,1216340,273,91,+,37.0,putative two-component system connector protein YmgA,NP_415683.1
b1166,ariR,1216368,1216635,267,89,+,34.83,putative two-component system connector protein AriR,NP_415684.1
b1167,ymgC,1216747,1216996,249,83,+,35.74,protein YmgC,NP_415685.1
b1168,pdeG,1217327,1218851,1524,508,+,44.62,putative cyclic di-GMP phosphodiesterase PdeG,NP_415686.2
b4520,ymgF,1218982,1219201,219,73,+,40.18,division septum component YmgF,YP_588447.1
b1171,ymgD,1222304,1222634,330,110,-,45.15,PF16456 family protein YmgD,NP_415689.2
b1172,ymgG,1222643,1222988,345,115,-,52.17,PF13436 family protein YmgG,NP_415690.5
b4593,ymgI,1222989,1223163,174,58,-,32.18,uncharacterized protein YmgI,YP_001165314.1
b4594,ymgJ,1223263,1223449,186,62,+,38.17,uncharacterized protein YmgJ,YP_001165315.1
b1174,minE,1224278,1224545,267,89,-,43.45,Z-ring positioning protein MinE,NP_415692.1
b1175,minD,1224548,1225361,813,271,-,49.94,Z-ring positioning protein MinD,NP_415693.1
b1176,minC,1225384,1226080,696,232,-,51.01,Z-ring positioning protein MinC,NP_415694.1
b1177,ycgJ,1226599,1226968,369,123,+,42.28,PF05666 family protein YcgJ,NP_415695.1
b1178,pliG,1227070,1227472,402,134,-,43.03,inhibitor of g-type lysozyme,NP_415696.1
b4816,ymgN,1227367,1227427,60,20,+,46.67,protein YmgN,YP_010283909.1
b1179,ycgL,1227680,1228007,327,109,+,43.12,PF05166 family protein YcgL,NP_415697.5
b1180,ycgM,1228078,1228738,660,220,+,51.97,oxaloacetate tautomerase,NP_415698.1
b1181,ycgN,1228814,1229276,462,154,+,47.62,putative metal-chelating domain-containing protein YcgN,NP_415699.5
b1182,hlyE,1229482,1230394,912,304,-,41.12,hemolysin E,NP_415700.4
b1183,umuD,1230766,1231186,420,140,+,48.1,DNA polymerase V protein UmuD,NP_415701.1
b1184,umuC,1231185,1232454,1269,423,+,50.99,DNA polymerase V catalytic protein,NP_415702.1
b1185,dsbB,1232499,1233030,531,177,-,52.73,protein thiol:quinone oxidoreductase DsbB,NP_415703.3
b1186,nhaB,1233175,1234717,1542,514,-,52.85,Na(+):H(+) antiporter NhaB,NP_415704.1
b1187,fadR,1234937,1235657,720,240,+,51.25,DNA-binding transcriptional dual regulator FadR,NP_415705.1
b1188,ycgB,1235708,1237241,1533,511,-,49.84,PF04293 family protein YcgB,NP_415706.1
b1189,dadA,1237570,1238869,1299,433,+,56.27,D-amino acid dehydrogenase,NP_415707.1
b1190,dadX,1238878,1239949,1071,357,+,57.98,alanine racemase 2,NP_415708.1
b4740,ymgM,1240259,1240463,204,68,+,50.98,protein YmgM,YP_009518768.1
b1191,cvrA,1240334,1242071,1737,579,-,52.33,putative K(+):H(+) antiporter,NP_415709.2
b1192,ldcA,1242165,1243080,915,305,-,53.01,murein tetrapeptide carboxypeptidase,NP_415710.1
b1193,emtA,1243179,1243791,612,204,+,51.96,lytic murein transglycosylase E,NP_415711.2
b1194,ycgR,1243792,1244527,735,245,-,50.75,flagellar brake protein YcgR,NP_415712.1
b1195,ymgE,1244727,1244982,255,85,+,53.33,PF04226 family protein YmgE,NP_415713.1
b1196,ycgY,1245159,1245600,441,147,+,41.5,uncharacterized protein YcgY,NP_415714.1
b1197,treA,1245678,1247376,1698,566,-,52.3,periplasmic trehalase,NP_415715.1
b1198,dhaM,1247695,1249114,1419,473,-,50.18,dihydroxyacetone kinase subunit M,NP_415716.4
b1199,dhaL,1249124,1249757,633,211,-,53.55,dihydroxyacetone kinase subunit L,NP_415717.1
b1200,dhaK,1249767,1250838,1071,357,-,53.03,dihydroxyacetone kinase subunit K,NP_415718.6
b1201,dhaR,1251065,1252985,1920,640,+,51.46,DNA-binding transcriptional dual regulator DhaR,NP_415719.2
b1202,ycgV,1253084,1255952,2868,956,-,49.79,putative autotransporter adhesin YcgV,NP_415720.1
b1203,ychF,1256720,1257812,1092,364,-,51.01,redox-responsive ATPase YchF,NP_415721.1
b1204,pth,1257928,1258513,585,195,-,49.74,peptidyl-tRNA hydrolase,NP_415722.1
b1205,ychH,1258790,1259069,279,93,+,53.05,stress-induced protein,NP_415723.1
b1206,dauA,1259123,1260803,1680,560,-,54.64,aerobic C4-dicarboxylate transporter DauA,NP_415724.2
b1207,prs,1260927,1261875,948,316,-,52.53,ribose-phosphate diphosphokinase,NP_415725.1
b1208,ispE,1262025,1262877,852,284,-,53.4,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,NP_415726.1
b1209,lolB,1262876,1263500,624,208,-,51.44,outer membrane lipoprotein LolB,NP_415727.1
b1210,hemA,1263713,1264970,1257,419,+,54.34,glutamyl-tRNA reductase,NP_415728.1
b1211,prfA,1265011,1266094,1083,361,+,53.0,peptide chain release factor RF1,NP_415729.1
b1212,prmC,1266093,1266927,834,278,+,55.16,protein-(glutamine-N(5)) methyltransferase,NP_415730.1
b1213,ychQ,1266923,1267316,393,131,+,47.58,SirB family protein YchQ,NP_415731.1
b1214,ychA,1267319,1268129,810,270,+,46.42,transglutaminase-like/TPR repeat-containing protein,NP_415732.1
b1215,kdsA,1268164,1269019,855,285,+,51.58,3-deoxy-D-manno-octulosonate 8-phosphate synthase,NP_415733.1
b4419,ldrA,1269167,1269275,108,36,-,55.56,small toxic polypeptide LdrA,YP_025297.1
b4421,ldrB,1269702,1269810,108,36,-,58.33,small toxic polypeptide LdrB,YP_025298.1
b4423,ldrC,1270237,1270345,108,36,-,55.56,small toxic polypeptide LdrC,YP_025299.1
b1216,chaA,1270748,1271849,1101,367,-,48.77,Na(+)/K(+):H(+) antiporter ChaA,NP_415734.1
b1217,chaB,1272118,1272349,231,77,+,45.45,putative cation transport regulator ChaB,NP_415735.1
b1218,chaC,1272506,1273202,696,232,+,54.74,glutathione-specific gamma-glutamylcyclotransferase,NP_415736.2
b1219,ychN,1273245,1273599,354,118,-,51.69,DsrE/F sulfur relay family protein YchN,NP_415737.1
b1220,ychO,1273783,1275178,1395,465,+,50.54,putative invasin YchO,NP_415738.2
b1221,narL,1275178,1275829,651,217,-,51.77,DNA-binding transcriptional dual regulator NarL,NP_415739.1
b1222,narX,1275821,1277618,1797,599,-,53.37,sensor histidine kinase NarX,NP_415740.1
b1223,narK,1277956,1279348,1392,464,+,53.66,nitrate:nitrite antiporter NarK,NP_415741.1
b1224,narG,1279863,1283607,3744,1248,+,54.94,nitrate reductase A subunit alpha,NP_415742.1
b1225,narH,1283603,1285142,1539,513,+,53.74,nitrate reductase A subunit beta,NP_415743.1
b1226,narJ,1285138,1285849,711,237,+,56.4,nitrate reductase 1 molybdenum cofactor assembly chaperone,NP_415744.1
b1227,narI,1285848,1286526,678,226,+,55.9,nitrate reductase A subunit gamma,NP_415745.1
b1228,ychS,1286708,1286984,276,92,+,59.42,putative uncharacterized protein YchS,YP_009518769.1
b1229,tpr,1287086,1287176,90,30,-,64.44,protamine-like protein,NP_415747.2
b1232,purU,1287781,1288624,843,281,-,47.21,formyltetrahydrofolate deformylase,NP_415748.1
b1233,ychJ,1288673,1289132,459,153,-,46.41,NTF2-like domain-containing protein YchJ,NP_415749.1
b1234,rssA,1289244,1290150,906,302,+,50.22,putative patatin-like phospholipase RssA,NP_415750.2
b1235,rssB,1290241,1291255,1014,338,+,48.62,regulator of RpoS,NP_415751.1
b1236,galU,1291456,1292365,909,303,+,46.97,UTP--glucose-1-phosphate uridylyltransferase,NP_415752.1
b1237,hns,1292508,1292922,414,138,-,46.62,DNA-binding transcriptional dual regulator H-NS,NP_415753.1
b1238,tdk,1293526,1294144,618,206,+,42.23,thymidine/deoxyuridine kinase,NP_415754.1
b1241,adhE,1295445,1298121,2676,892,-,50.64,fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE,NP_415757.1
b4771,ychT,1298513,1298567,54,18,+,40.74,protein YchT,YP_010051181.1
b1242,ychE,1298597,1299245,648,216,+,47.84,MarC family putative inner membrane protein YchE,NP_415758.1
b4711,insH21,1299566,1300547,981,327,+,55.05,IS5 transposase and trans-activator,NP_417962.2
b1243,oppA,1301181,1302813,1632,544,+,47.73,oligopeptide ABC transporter periplasmic binding protein,NP_415759.1
b1244,oppB,1302898,1303819,921,307,+,45.71,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB,NP_415760.1
b1245,oppC,1303833,1304742,909,303,+,52.37,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC,NP_415761.1
b1246,oppD,1304753,1305767,1014,338,+,51.78,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD,YP_025300.1
b1247,oppF,1305763,1306768,1005,335,+,51.54,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF,NP_415763.1
b1248,yciU,1306820,1307150,330,110,-,47.27,DUF440 domain-containing protein YciU,NP_415764.4
b1249,clsA,1307184,1308645,1461,487,-,51.68,cardiolipin synthase A,NP_415765.1
b4595,yciY,1308787,1308961,174,58,+,50.57,uncharacterized protein YciY,YP_001165316.1
b1250,kch,1309015,1310269,1254,418,-,42.34,K(+) channel Kch,NP_415766.1
b1251,yciI,1310568,1310865,297,99,-,48.82,protein YciI,NP_415767.2
b1252,tonB,1311088,1311808,720,240,+,54.44,Ton complex subunit TonB,NP_415768.1
b1253,yciA,1311847,1312246,399,133,-,48.37,acyl-CoA thioesterase YciA,NP_415769.1
b1254,yciB,1312350,1312890,540,180,-,46.48,inner membrane protein YciB,NP_415770.1
b1255,yciC,1312919,1313663,744,248,-,49.33,putative inner membrane protein,NP_415771.1
b1256,ompW,1314019,1314658,639,213,+,50.08,outer membrane protein W,NP_415772.1
b1257,yciE,1314717,1315224,507,169,-,40.63,DUF892 domain-containing protein YciE,NP_415773.1
b1258,yciF,1315269,1315770,501,167,-,43.11,DUF892 domain-containing protein YciF,NP_415774.1
b1259,yciG,1315855,1316035,180,60,-,51.11,stress-induced bacterial acidophilic repeat motifs-containing protein YciG,NP_415775.4
b1260,trpA,1316415,1317222,807,269,-,53.53,tryptophan synthase subunit alpha,NP_415776.1
b1261,trpB,1317221,1318415,1194,398,-,54.69,tryptophan synthase subunit beta,NP_415777.1
b1262,trpC,1318426,1319788,1362,454,-,52.79,fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,NP_415778.3
b1263,trpD,1319788,1321384,1596,532,-,56.39,anthranilate synthase subunit TrpD,NP_415779.1
b1264,trpE,1321383,1322946,1563,521,-,54.38,anthranilate synthase subunit TrpE,NP_415780.1
b1265,trpL,1323037,1323082,45,15,-,44.44,trp operon leader peptide,NP_415781.1
b1266,rnm,1323219,1324101,882,294,+,54.08,RNase AM,NP_415782.1
b1267,yciO,1324097,1324718,621,207,+,48.15,putative RNA-binding protein YciO,NP_415783.6
b1268,yciQ,1324745,1326641,1896,632,+,46.99,DUF2207 domain-containing protein YciQ,NP_415784.1
b1269,rluB,1326851,1327727,876,292,+,53.77,23S rRNA pseudouridine(2605) synthase,NP_415785.1
b1270,btuR,1327766,1328357,591,197,-,50.25,cobinamide/cobalamin adenosyltransferase,NP_415786.1
b1271,yciK,1328353,1329112,759,253,-,52.44,putative oxidoreductase,NP_415787.1
b1272,sohB,1329331,1330381,1050,350,+,50.57,S49 peptidase family protein,NP_415788.1
b1273,yciN,1330416,1330668,252,84,-,47.22,protein YciN,NP_415789.1
b1274,topA,1331047,1333645,2598,866,+,51.77,DNA topoisomerase I,NP_415790.1
b1275,cysB,1333854,1334829,975,325,+,48.31,DNA-binding transcriptional dual regulator CysB,NP_415791.1
b4522,ymiA,1335147,1335288,141,47,+,48.94,uncharacterized protein YmiA,YP_588449.3
b4523,yciX,1335290,1335458,168,56,+,45.83,uncharacterized protein YciX,YP_588450.2
b4741,ymiC,1335571,1335667,96,32,+,45.83,protein YmiC,YP_009518771.1
b1276,acnA,1335830,1338506,2676,892,+,52.91,aconitate hydratase 1,NP_415792.1
b1277,ribA,1338569,1339160,591,197,-,50.08,GTP cyclohydrolase 2,NP_415793.1
b1278,pgpB,1339329,1340094,765,255,+,50.59,phosphatidylglycerophosphatase B,NP_415794.1
b1279,lapA,1340242,1340551,309,103,+,50.16,lipopolysaccharide assembly protein A,NP_415795.1
b1280,lapB,1340557,1341727,1170,390,+,51.88,lipopolysaccharide assembly protein B,NP_415796.1
b1281,pyrF,1341920,1342658,738,246,+,52.98,orotidine-5'-phosphate decarboxylase,NP_415797.1
b1282,yciH,1342657,1342984,327,109,+,49.85,putative translation factor,NP_415798.2
b1283,osmB,1343109,1343328,219,73,-,52.05,osmotically-inducible lipoprotein OsmB,NP_415799.1
b1284,yciT,1343596,1344346,750,250,-,48.8,DNA-binding transcriptional dual regulator YciT,NP_415800.1
b4596,yciZ,1344435,1344609,174,58,-,47.7,UPF0509 family protein YciZ,YP_001165317.1
b4772,ymiD,1344646,1344775,129,43,+,36.43,protein YmiD,YP_010051182.1
b1285,pdeR,1344756,1346742,1986,662,-,48.49,cyclic di-GMP phosphodiesterase PdeR,NP_415801.1
b4672,ymiB,1346795,1346900,105,35,+,30.48,putative protein YmiB,YP_002791239.1
b1286,rnb,1346977,1348912,1935,645,-,53.23,RNase II,NP_415802.1
b1287,yciW,1348979,1350107,1128,376,-,50.8,putative peroxidase YciW,NP_415803.2
b1288,fabI,1350250,1351039,789,263,-,53.23,enoyl-[acyl-carrier-protein] reductase,NP_415804.1
b1289,ycjD,1351406,1351760,354,118,-,49.72,DUF559 domain-containing protein YcjD,NP_415805.1
b1290,sapF,1351827,1352634,807,269,-,51.18,putrescine ABC exporter ATP binding protein SapF,NP_415806.1
b1291,sapD,1352635,1353628,993,331,-,51.36,putrescine ABC exporter ATP binding protein SapD,NP_415807.1
b1292,sapC,1353627,1354518,891,297,-,56.9,putrescine ABC exporter membrane protein SapC,NP_415808.1
b1293,sapB,1354504,1355470,966,322,-,51.45,putrescine ABC exporter membrane subunit SapB,NP_415809.1
b1294,sapA,1355466,1357110,1644,548,-,54.26,putative periplasmic binding protein SapA,NP_415810.1
b1295,ymjA,1357422,1357668,246,82,-,48.37,DUF2543 domain-containing protein YmjA,NP_415811.1
b1296,puuP,1357801,1359187,1386,462,-,53.32,putrescine:H(+) symporter PuuP,NP_415812.4
b4742,ymjE,1359176,1359341,165,55,-,53.94,protein YmjE,YP_009518772.1
b1297,puuA,1359489,1360908,1419,473,-,53.49,glutamate-putrescine ligase,NP_415813.4
b1298,puuD,1361119,1361884,765,255,+,52.29,gamma-glutamyl-gamma-aminobutyrate hydrolase,NP_415814.4
b1299,puuR,1361910,1362468,558,186,+,50.9,DNA-binding transcriptional repressor PuuR,NP_415815.1
b1300,puuC,1362742,1364230,1488,496,+,57.33,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,NP_415816.1
b1301,puuB,1364231,1365512,1281,427,+,58.24,gamma-glutamylputrescine oxidase,NP_415817.1
b1302,puuE,1365549,1366815,1266,422,+,57.66,4-aminobutyrate aminotransferase PuuE,NP_415818.1
b1303,pspF,1366934,1367912,978,326,-,51.74,DNA-binding transcriptional dual regulator PspF,NP_415819.4
b1304,pspA,1368078,1368747,669,223,+,49.33,phage shock protein A,NP_415820.1
b1305,pspB,1368800,1369025,225,75,+,47.56,phage shock protein B,NP_415821.1
b1306,pspC,1369024,1369384,360,120,+,50.28,phage shock protein C,NP_415822.1
b1307,pspD,1369392,1369614,222,74,+,54.5,phage shock protein D,NP_415823.1
b1308,pspE,1369688,1370003,315,105,+,50.79,thiosulfate sulfurtransferase PspE,NP_415824.1
b1309,ycjM,1370215,1371895,1680,560,+,43.87,glucosylglycerate phosphorylase,NP_415825.4
b1310,ycjN,1371908,1373201,1293,431,+,50.04,putative ABC transporter periplasmic binding protein YcjN,NP_415826.1
b1311,ycjO,1373221,1374103,882,294,+,53.63,putative ABC transporter membrane subunit YcjO,NP_415827.1
b1312,ycjP,1374089,1374932,843,281,+,52.79,putative ABC transporter membrane subunit YcjP,NP_415828.1
b1313,ycjQ,1374962,1376015,1053,351,+,55.75,D-guloside 3-dehydrogenase,NP_415829.1
b1314,ycjR,1376033,1376822,789,263,+,53.61,3-dehydro-D-guloside 4-epimerase,NP_415830.2
b1315,ycjS,1376831,1377887,1056,352,+,54.73,D-glucoside 3-dehydrogenase,NP_415831.1
b1316,ycjT,1377883,1380151,2268,756,+,53.75,kojibiose phosphorylase,NP_415832.1
b1317,ycjU,1380147,1380807,660,220,+,56.52,beta-phosphoglucomutase,NP_415833.1
b1319,ompG,1381946,1382852,906,302,+,49.89,outer membrane porin G,NP_415835.1
b1320,ycjW,1382962,1383961,999,333,-,45.45,DNA-binding transcriptional repressor YcjW,NP_415836.1
b1321,ycjX,1384116,1385514,1398,466,+,54.43,DUF463 domain-containing protein YcjX,NP_415837.1
b1322,ycjF,1385510,1386572,1062,354,+,56.31,DUF697 domain-containing inner membrane protein YcjF,NP_415838.1
b1323,tyrR,1386719,1388261,1542,514,+,52.14,DNA-binding transcriptional dual regulator TyrR,NP_415839.1
b1324,tpx,1388304,1388811,507,169,-,51.28,lipid hydroperoxide peroxidase,NP_415840.1
b1325,ycjG,1388929,1389895,966,322,+,54.66,L-Ala-D/L-Glu epimerase,NP_415841.4
b1326,mpaA,1389869,1390598,729,243,-,54.87,murein tripeptide amidase A,NP_415842.2
b4525,ymjC,1390679,1390862,183,61,-,39.89,putative uncharacterized protein YmjC,YP_009518773.1
b4673,ymjD,1390867,1390933,66,22,-,36.36,uncharacterized protein YmjD,YP_009518774.1
b1327,ycjY,1390932,1391853,921,307,-,47.99,putative hydrolase YcjY,NP_415843.2
b1328,pgrR,1391990,1392890,900,300,+,46.56,DNA-binding transcriptional repressor PgrR,NP_415844.1
b1329,mppA,1393226,1394840,1614,538,+,47.96,murein tripeptide ABC transporter periplasmic binding protein,NP_415845.2
b1330,ynaI,1394890,1395922,1032,344,-,43.22,small conductance mechanosensitive channel YnaI,NP_415846.1
b1331,insH4,1396111,1397092,981,327,+,55.05,IS5 transposase and trans-activator,YP_009518770.2
b1332,ynaJ,1397364,1397622,258,86,+,45.35,DUF2534 domain-containing protein YnaJ,NP_415848.1
b1333,uspE,1397671,1398622,951,317,-,50.58,universal stress protein E,NP_415849.1
b1334,fnr,1398773,1399526,753,251,-,51.66,DNA-binding transcriptional dual regulator FNR,NP_415850.1
b1335,ogt,1399720,1400236,516,172,-,53.1,methylated-DNA--[protein]-cysteine S-methyltransferase,NP_415851.1
b1336,abgT,1400246,1401773,1527,509,-,49.25,p-aminobenzoyl glutamate:H(+) symporter,NP_415852.2
b1337,abgB,1401809,1403255,1446,482,-,52.56,p-aminobenzoyl-glutamate hydrolase subunit B,NP_415853.1
b1338,abgA,1403254,1404565,1311,437,-,55.23,p-aminobenzoyl-glutamate hydrolase subunit A,NP_415854.4
b1339,abgR,1404740,1405649,909,303,+,49.61,putative LysR-type DNA-binding transcriptional regulator AbgR,NP_415855.1
b1340,smrA,1405978,1406542,564,188,+,54.26,DNA endonuclease SmrA,NP_415856.1
b1341,dgcM,1406562,1407795,1233,411,-,47.69,diguanylate cyclase DgcM,NP_415857.2
b4773,ynaN,1407988,1408036,48,16,+,43.75,protein YnaN,YP_010051183.1
b1342,zntB,1408049,1409033,984,328,+,51.93,Zn(2(+)):H(+) symporter,NP_415858.1
b4743,ynaL,1409307,1409481,174,58,+,53.45,protein YnaL,YP_009518775.1
b1343,dbpA,1409510,1410884,1374,458,+,51.97,ATP-dependent RNA helicase DbpA,NP_415859.1
b1344,ttcA,1411012,1411948,936,312,-,48.61,tRNA cytosine(32) 2-sulfurtransferase TtcA,NP_415860.1
b1345,intR,1411999,1413235,1236,412,-,42.96,putative integrase,NP_415861.1
b1346,xisR,1413236,1413452,216,72,-,44.91,excisionase,NP_415862.4
b1347,rcbA,1413530,1413740,210,70,-,34.76,double-strand break reduction protein,NP_415863.1
b1348,ralR,1413732,1413927,195,65,-,40.51,endodeoxyribonuclease toxin RalR,NP_415864.1
b1349,recT,1413983,1414793,810,270,-,47.16,recombinase RecT,NP_415865.1
b1350,recE,1414785,1417386,2601,867,-,49.4,"exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific",NP_415866.1
b1351,racC,1417487,1417763,276,92,-,39.13,protein RacC,NP_415867.1
b4526,ydaE,1417837,1418008,171,57,-,36.84,zinc-binding protein,YP_588451.1
b1352,kilR,1418007,1418229,222,74,-,41.89,inhibitor of FtsZ,NP_415869.2
b1353,sieB,1418670,1419159,489,163,+,37.22,phage superinfection exclusion protein,NP_415870.4
b4527,ydaF,1419155,1419311,156,52,-,49.36,DUF1391 domain-containing protein YdaF,NP_415872.2
b1355,ydaG,1419321,1419456,135,45,-,47.41,uncharacterized protein YdaG,NP_415873.2
b1356,racR,1419764,1420241,477,159,-,41.93,DNA-binding transcriptional regulator RacR,NP_415874.1
b1357,ydaS,1420364,1420661,297,99,+,43.43,putative DNA-binding transcriptional regulator YdaS,NP_415875.1
b1358,ydaT,1420683,1421106,423,141,+,50.83,DNA binding transcriptional activator YdaT,NP_415876.1
b1359,ydaU,1421118,1421976,858,286,+,47.9,DUF1376 domain-containing protein YdaU,NP_415877.1
b1360,ydaV,1421982,1422729,747,249,+,52.74,putative ATP-binding protein YdaV,NP_415878.1
b1361,ydaW,1422751,1423312,561,187,+,48.84,putative uncharacterized protein YdaW,YP_009518776.1
b4528,rzoR,1423399,1423585,186,62,+,56.99,putative prophage outer membrane lipoprotein RzoR,YP_588452.1
b1363,trkG,1423781,1425239,1458,486,+,38.07,Na(+)-dependent K(+) transporter TrkG,NP_415881.1
b1365,ynaK,1425376,1425640,264,88,+,48.11,ParB-like nuclease domain-containing protein YnaK,NP_415883.1
b1366,ydaY,1425620,1425980,360,120,+,47.22,putative uncharacterized protein YdaY,YP_009518777.1
b1368,ynaA,1426453,1427482,1029,343,+,46.84,putative prophage tail length tape measure domain-containing protein YnaA,YP_009518778.1
b4570,lomR,1427388,1428984,1596,532,+,56.64,Rac prophage; protein LomR_1,
b1370,insH5,1427745,1428726,981,327,-,55.45,IS5 transposase and trans-activator,NP_415888.1
b1372,stfR,1429048,1432411,3363,1121,+,53.35,putative prophage side tail fiber protein StfR,NP_415890.2
b1373,tfaR,1432410,1432986,576,192,+,48.09,putative tail fiber assembly protein TfaR,NP_415891.1
b1374,pinR,1433083,1433674,591,197,-,44.67,putative site-specific recombinase,NP_415892.1
b1375,ynaE,1433990,1434224,234,78,-,35.9,uncharacterized protein YnaE,NP_415893.2
b4744,ynaM,1434292,1434406,114,38,-,34.21,protein YnaM,YP_009518779.1
b1376,uspF,1435184,1435619,435,145,-,48.51,universal stress protein F,NP_415894.4
b1377,ompN,1435759,1436893,1134,378,-,46.65,outer membrane porin N,NP_415895.1
b1378,ydbK,1437259,1440784,3525,1175,-,53.25,putative pyruvate-flavodoxin oxidoreductase,NP_415896.1
b4529,ydbJ,1441057,1441324,267,89,+,54.68,DUF333 domain-containing protein YdbJ,YP_588453.1
b1379,hslJ,1441320,1441743,423,141,-,46.81,lipoprotein implicated in Novobiocin resistance,NP_415897.1
b1380,ldhA,1441853,1442843,990,330,-,50.1,D-lactate dehydrogenase,NP_415898.1
b1381,ydbH,1443050,1445690,2640,880,+,52.12,putative intermembrane phospholipid transport protein YdbH,NP_415899.1
b1382,ynbE,1445686,1445872,186,62,+,43.01,putative intermembrane phospholipid transport lipoprotein YnbE,NP_415900.1
b1383,ydbL,1445879,1446206,327,109,+,44.95,DUF1318 domain-containing protein YdbL,NP_415901.2
b1384,feaR,1446377,1447283,906,302,-,48.57,DNA-binding transcriptional activator FeaR,NP_415902.1
b1385,feaB,1447518,1449018,1500,500,+,53.4,phenylacetaldehyde dehydrogenase,NP_415903.4
b1386,tynA,1449075,1451349,2274,758,-,50.62,copper-containing amine oxidase,NP_415904.3
b1387,paaZ,1451596,1453642,2046,682,-,54.2,"fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase",NP_415905.1
b1388,paaA,1453926,1454856,930,310,+,52.15,"phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit",NP_415906.1
b1389,paaB,1454867,1455155,288,96,+,49.65,"phenylacetyl-CoA 1,2-epoxidase subunit B",NP_415907.1
b1390,paaC,1455163,1455910,747,249,+,53.01,"phenylacetyl-CoA 1,2-epoxidase, structural subunit",NP_415908.1
b1391,paaD,1455924,1456422,498,166,+,55.82,phenylacetate degradation protein,NP_415909.4
